Please provide hourly results in ug/m3 of PM 10 monitoring conducted in Dublin City in a tabular format by completing the table below. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If any new stations have been added to the network please give details (scroll across). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please indicate if any of the stations listed below have been reomved from the network.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin City Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Marino,,,Coleraine St.,,,Phoenix Park,,,Wood Quay (Winetavern St.),,,Rathmines,,,Ballyfermot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,PM2.5(µg m-3),Flag,Comment ,PM2.5 (µg m-3),Flag,Comment ,PM10 (µg m-3),Flag,Comment ,PM10 (µg m-3),Flag,Comment ,PM10 (µg m-3),Flag,Comment ,PM10 (µg m-3),Flag,Comment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-12,4.4,1,,1.9,1,,2.8,1,,8.3,1,,7.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-12,10.0,1,,10.8,1,,13.2,1,,15.1,1,,33.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-12,25.3,1,,51.5,1,,28.2,1,,44.7,1,,65.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-12,19.3,1,,39.2,1,,29.4,1,,40.8,1,,39.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-12,9.0,1,,11.4,1,,21.3,1,,18.5,1,,23.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jan-12,13.9,1,,15.1,1,,23.7,1,,23.9,1,,26.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-12,11.7,1,,8.6,1,,9.6,1,,13.9,1,,12.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jan-12,8.9,1,,9.4,1,,14.5,1,,17.4,1,,17.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-12,6.7,1,,7.8,1,,9.1,1,,12.1,1,,10.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-12,7.1,1,,7.0,1,,8.8,1,,13.6,1,,11.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan-12,8.8,1,,8.8,1,,12.2,1,,13.3,1,,16.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-12,9.7,1,,9.8,1,,16.0,1,,19.2,1,,20.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-12,16.1,1,,13.0,1,,13.4,1,,20.1,1,,17.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jan-12,6.7,1,,7.7,1,,4.6,1,,10.7,1,,5.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-12,4.0,1,,4.9,1,,4.5,1,,9.3,1,,7.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jan-12,1.4,1,,4.7,1,,5.0,1,,6.8,1,,6.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-12,4.9,1,,9.2,1,,8.6,1,,11.7,1,,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jan-12,21.4,1,,24.1,1,,20.5,1,,25.6,1,,36.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-12,5.8,1,,10.3,1,,9.7,1,,14.0,1,,33.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-12,5.6,1,,11.7,1,,10.9,1,,11.1,1,,12.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jan-12,15.0,1,,24.0,1,,23.0,1,,20.3,1,,27.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Feb-12,26.9,1,,42.2,1,,22.7,1,,40.0,1,,53.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Feb-12,12.5,1,,16.9,1,,44.5,1,,,5,power cut,27.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Feb-12,15.0,1,,30.4,1,,23.6,1,,31.9,1,,32.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Feb-12,17.8,1,,10.0,1,,9.5,1,,10.0,1,,14.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Feb-12,15.8,1,,15.3,1,,15.8,1,,17.4,1,,25.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Feb-12,13.5,1,,14.7,1,,13.3,1,,14.2,1,,17.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Feb-12,12.6,1,,11.2,1,,13.8,1,,13.9,1,,14.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Feb-12,20.1,1,,23.7,1,,30.2,1,,31.7,1,,36.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Feb-12,15.1,1,,12.8,1,,10.5,1,,2.9,1,,20.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-12,,5,sample time out of range,9.0,1,,18.6,1,,18.9,1,,23.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-12,16.1,1,,,5,filter exchange problem,8.6,1,,15.7,1,,14.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-12,16.4,1,,,5,filter exchange problem,12.1,1,,16.3,1,,17.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-12,8.6,1,,,5,filter exchange problem,8.5,1,,12.2,1,,13.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-12,10.7,1,,,5,filter exchange problem,16.2,1,,20.1,1,,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-12,8.7,1,,,5,filter exchange problem,6.1,1,,7.5,1,,6.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-12,8.2,1,,,5,filter exchange problem,9.9,1,,11.3,1,,12.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-12,3.9,1,,,5,filter exchange problem,2.3,1,,4.4,1,,4.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-12,5.7,1,,,5,filter exchange problem,6.9,1,,6.5,1,,8.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-12,10.4,1,,,5,filter exchange problem,12.7,1,,12.4,1,,17.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-12,5.1,1,,,5,filter exchange problem,7.0,1,,8.7,1,,8.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-12,2.2,1,,,5,filter exchange problem,4.6,1,,5.8,1,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-12,,5,filter exchange problem,,5,filter exchange problem,2.3,1,,4.2,1,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-12,,5,filter exchange problem,19.1,1,,2.4,1,,6.0,1,,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-12,,5,filter exchange problem,,5,filter exchange problem,7.5,1,,9.3,1,,11.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-12,,5,filter exchange problem,3.3,1,,12.3,1,,17.1,1,,17.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-12,,5,filter exchange problem,6.8,1,,3.6,1,,7.8,1,,6.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-12,,5,filter exchange problem,10.7,1,,2.8,1,,6.0,1,,5.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-12,,5,filter exchange problem,4.6,1,,5.6,1,,10.6,1,,12.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Feb-12,,5,filter exchange problem,3.0,1,,9.9,1,,6.2,1,,10.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-12,,5,filter exchange problem,7.0,1,,,6,Service,16.1,1,,,6,Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-12,,5,filter exchange problem,6.5,1,,23.6,1,,,6,Service,24.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-12,10.7,1,,13.3,1,,11.5,1,,16.0,1,,12.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-12,6.1,1,,29.8,1,,6.9,1,,8.6,1,,22.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-12,12.4,1,,8.9,1,,12.9,1,,16.5,1,,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-12,8.2,1,,5.8,1,,8.6,1,,17.1,1,,9.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-12,4.3,1,,,5,filter exchange problem,10.9,1,,16.7,1,,15.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-12,5.6,1,,,5,filter exchange problem,17.9,1,,22.4,1,,23.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-12,3.8,1,,9.9,1,,11.0,1,,11.4,1,,14.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-12,1.0,1,,7.2,1,,4.4,1,,6.4,1,,8.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-12,7.9,1,,6.5,1,,8.6,1,,6.5,1,,11.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-12,8.9,1,,9.3,1,,18.0,1,,17.2,1,,22.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-12,15.8,1,,14.0,1,,20.1,1,,18.6,1,,21.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-12,21.9,1,,17.8,1,,28.9,1,,31.7,1,,31.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-12,25.1,1,,32.7,1,,27.2,1,,28.3,1,,36.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-12,,5,filter exchange problem,25.2,1,,8.8,1,,6.4,1,,9.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-12,,5,filter exchange problem,7.2,1,,9.6,1,,10.8,1,,11.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-12,,5,filter exchange problem,8.0,1,,6.8,1,,6.3,1,,7.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-12,,5,filter exchange problem,8.1,1,,9.5,1,,9.0,1,,10.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-12,,5,filter exchange problem,9.2,1,,9.6,1,,11.1,1,,10.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-12,,5,filter exchange problem,,5,filter exchange problem,8.5,1,,10.0,1,,10.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-12,,5,filter exchange problem,40.3,1,,47.1,1,,43.5,1,,50.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-12,,5,filter exchange problem,25.2,1,,19.6,1,,21.7,1,,22.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-12,,5,filter exchange problem,31.8,1,,35.2,1,,32.9,1,,37.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-12,,5,filter exchange problem,40.8,1,,40.8,1,,39.0,1,,43.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-12,,5,filter exchange problem,36.2,1,,35.0,1,,44.3,1,,37.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-12,,5,filter exchange problem,35.7,1,,33.8,1,,47.6,1,,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar-12,33.5,1,,43.3,1,,40.5,1,,40.4,1,,49.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-12,25.0,1,,34.9,1,,38.6,1,,41.8,1,,39.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-12,9.7,1,,12.5,1,,22.2,1,,24.9,1,,24.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-12,8.1,1,,7.9,1,,9.1,1,,9.7,1,,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-12,17.5,1,,18.7,1,,20.3,1,,22.6,1,,19.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-12,12.5,1,,13.3,1,,14.2,1,,15.3,1,,17.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-12,9.0,1,,6.1,1,,7.7,1,,22.1,1,,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Apr-12,4.3,1,,4.9,1,,9.1,1,,11.8,1,,12.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Apr-12,6.7,1,,39.9,1,,11.1,1,,11.0,1,,15.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Apr-12,5.8,1,,6.5,1,,8.1,1,,10.4,1,,8.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-12,2.6,1,,3.3,1,,4.7,1,,3.5,1,,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Apr-12,5.3,1,,4.0,1,,8.5,1,,5.0,1,,8.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-12,4.2,1,,1.8,1,,4.5,1,,1.7,1,,2.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr-12,5.1,1,,4.3,1,,4.7,1,,4.2,1,,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-12,8.5,1,,6.6,1,,6.3,1,,7.9,1,,9.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-12,6.1,1,,7.2,1,,11.6,1,,10.1,1,,14.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-12,5.6,1,,7.8,1,,13.2,1,,9.7,1,,14.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-12,8.6,1,,6.5,1,,14.0,1,,13.9,1,,17.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr-12,6.7,1,,7.2,1,,12.0,1,,11.4,1,,16.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-12,7.6,1,,7.1,1,,7.6,1,,11.9,1,,9.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr-12,31.0,1,,3.8,1,,5.4,1,,9.9,1,,7.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Apr-12,6.3,1,,6.1,1,,7.7,1,,8.1,1,,10.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-12,8.3,1,,10.0,1,,9.8,1,,12.2,1,,12.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr-12,5.0,1,,6.3,1,,5.0,1,,8.8,1,,8.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr-12,4.3,1,,7.3,1,,7.8,1,,8.1,1,,8.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-12,6.4,1,,7.1,1,,6.6,1,,6.1,1,,7.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr-12,8.2,1,,10.0,1,,8.8,1,,6.8,1,,10.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr-12,8.1,1,,10.3,1,,10.8,1,,9.0,1,,10.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr-12,6.0,1,,8.8,1,,11.5,1,,8.5,1,,14.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-12,5.1,1,,6.8,1,,6.9,1,,9.9,1,,9.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-12,4.4,1,,6.0,1,,8.1,1,,8.9,1,,11.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr-12,4.3,1,,5.5,1,,10.8,1,,23.9,1,,13.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr-12,2.5,1,,6.3,1,,9.5,1,,10.3,1,,12.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr-12,9.2,1,,9.0,1,,16.8,1,,18.6,1,,20.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-May-12,9.9,1,,3.2,1,,17.8,1,,17.5,1,,22.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-May-12,13.1,1,,14.4,1,,18.3,1,,16.9,1,,21.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-May-12,12.5,1,,12.7,1,,16.2,1,,16.7,1,,21.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-May-12,11.0,1,,9.6,1,,12.9,1,,14.7,1,,15.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-May-12,8.9,1,,4.3,1,,9.8,1,,12.4,1,,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-May-12,8.3,1,,9.7,1,,12.5,1,,13.9,1,,12.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-May-12,7.6,1,,6.0,1,,6.7,1,,7.6,1,,10.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-May-12,7.6,1,,6.1,1,,6.4,1,,5.4,1,,6.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-May-12,6.7,1,,5.6,1,,10.3,1,,10.3,1,,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-May-12,5.4,1,,6.0,1,,4.4,1,,6.9,1,,7.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-May-12,4.6,1,,3.5,1,,5.1,1,,6.3,1,,6.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May-12,5.0,1,,5.2,1,,6.3,1,,6.0,1,,8.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-12,5.3,1,,4.0,1,,6.7,1,,5.6,1,,7.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-12,5.6,1,,5.3,1,,11.9,1,,13.5,1,,14.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May-12,5.6,1,,4.4,1,,7.6,1,,8.5,1,,11.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-May-12,6.1,1,,6.6,1,,11.8,1,,12.5,1,,16.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-May-12,6.5,1,,6.4,1,,11.3,1,,10.7,1,,13.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-May-12,9.9,1,,11.2,1,,12.8,1,,13.5,1,,18.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May-12,3.2,1,,6.4,1,,11.6,1,,14.3,1,,19.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-12,12.9,1,,18.1,1,,23.2,1,,23.6,1,,32.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May-12,9.0,1,,14.5,1,,17.4,1,,16.7,1,,21.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-May-12,8.3,1,,10.7,1,,7.3,1,,15.3,1,,14.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-May-12,6.4,1,,8.0,1,,7.9,1,,13.3,1,,9.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-May-12,7.4,1,,9.2,1,,11.7,1,,17.5,1,,20.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May-12,16.9,1,,18.6,1,,30.4,1,,26.1,1,,42.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-12,13.1,1,,15.0,1,,23.6,1,,26.4,1,,31.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-12,15.7,1,,15.7,1,,26.3,1,,23.3,1,,32.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May-12,11.8,1,,11.4,1,,13.3,1,,16.4,1,,16.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-May-12,9.0,1,,9.5,1,,11.2,1,,13.6,1,,15.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-May-12,9.0,1,,10.0,1,,10.7,1,,15.4,1,,13.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-May-12,5.0,1,,5.8,1,,5.5,1,,8.6,1,,6.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-12,7.6,1,,10.3,1,,10.9,1,,,5,Void Filter Exchange Problem,12.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jun-12,10.6,1,,13.7,1,,18.5,1,,18.2,1,,24.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jun-12,3.6,1,,,5,Void Filter Exchange Problem,9.0,1,,10.4,1,,13.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jun-12,3.3,1,,,5,Void Filter Exchange Problem,8.4,1,,8.3,1,,11.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jun-12,4.0,1,,,5,Void Filter Exchange Problem,6.0,1,,6.0,1,,7.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jun-12,6.0,1,,7.7,1,,5.8,1,,12.6,1,,11.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jun-12,6.4,1,,5.7,1,,8.7,1,,13.2,1,,9.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
