Please provide hourly results in ug/m3 of SO2  monitoring conducted in Dublin City in a tabular format by completing the table below. ,,,,,,,,,,,,,
The daily average will calculate automatically. Please also provide a flag number (see comment for list) for the data entered if possible. ,,,,,,,,,,,,,
The comment field is optional. If any new stations have been added to the network please give details (scroll across). ,,,,,,,,,,,,,
Please indicate if any of the stations listed have been reomved from the network.,,,,,,,,,,,,,
Dublin City Council,,                  Coleraine Street ,,,,                        Wood Quay (Winetavern St.),,,,                               ,,Ballyfermot,
Site,,,,,,                ,,,,,,,
Date,Time,SO2 ug/m3,Daily Avg 24 hr.,Flag,Comment,SO2 ug/m3,Daily Avg 24 hr.,Flag,Comment,SO2 ug/m3,Daily Avg 24 hr.,Flag,Comment
13/06/2012,0.00,0.3,0.9,2,,0.6,0.9,2,,,#DIV/0!,,
13/06/2012,1.00,0.4,,2,,0.7,,2,,,,,
13/06/2012,2.00,0.3,,2,,0.6,,2,,,,,
13/06/2012,3.00,0.3,,2,,0.6,,2,,,,,
13/06/2012,4.00,0.4,,2,,0.6,,2,,,,,
13/06/2012,5.00,0.6,,2,,0.7,,2,,,,,
13/06/2012,6.00,1.3,,2,,0.7,,2,,,,,
13/06/2012,7.00,1.9,,2,,1.1,,2,,,,,
13/06/2012,8.00,2.0,,2,,1.2,,2,,,,,
13/06/2012,9.00,1.5,,2,,1.3,,2,,,,,
13/06/2012,10.00,1.5,,2,,1.5,,2,,,,,
13/06/2012,11.00,1.1,,2,,2.7,,2,,,,,
13/06/2012,12.00,1.2,,2,,3.0,,2,,,,,
13/06/2012,13.00,1.2,,2,,2.6,,2,,,,,
13/06/2012,14.00,1.4,,2,,2.1,,2,,,,,
13/06/2012,15.00,2.2,,2,,1.4,,2,,,,,
13/06/2012,16.00,3.0,,2,,1.2,,2,,,,,
13/06/2012,17.00,1.1,,2,,1.8,,2,,,,,
13/06/2012,18.00,1.1,,2,,1.8,,2,,,,,
13/06/2012,19.00,0.9,,2,,1.3,,2,,,,,
13/06/2012,20.00,0.7,,2,,1.0,,2,,,,,
13/06/2012,21.00,0.6,,2,,0.9,,2,,,,,
13/06/2012,22.00,0.7,,2,,0.8,,2,,,,,
13/06/2012,23.00,0.7,,2,,0.6,,2,,,,,
14/06/2012,0.00,0.6,1.1,2,,0.6,1.3,2,,,#DIV/0!,,
14/06/2012,1.00,0.4,,2,,0.6,,2,,,,,
14/06/2012,2.00,0.4,,2,,0.7,,2,,,,,
14/06/2012,3.00,0.3,,2,,0.3,,2,,,,,
14/06/2012,4.00,0.6,,2,,0.6,,2,,,,,
14/06/2012,5.00,0.5,,2,,0.3,,2,,,,,
14/06/2012,6.00,0.7,,2,,0.5,,2,,,,,
14/06/2012,7.00,0.7,,2,,0.6,,2,,,,,
14/06/2012,8.00,0.8,,2,,0.7,,2,,,,,
14/06/2012,9.00,0.7,,2,,0.5,,2,,,,,
14/06/2012,10.00,0.5,,2,,0.7,,2,,,,,
14/06/2012,11.00,0.9,,2,,0.7,,2,,,,,
14/06/2012,12.00,0.8,,2,,0.8,,2,,,,,
14/06/2012,13.00,0.9,,2,,1.0,,2,,,,,
14/06/2012,14.00,1.5,,2,,1.0,,2,,,,,
14/06/2012,15.00,1.2,,2,,1.0,,2,,,,,
14/06/2012,16.00,0.7,,2,,1.0,,2,,,,,
14/06/2012,17.00,0.9,,2,,0.7,,2,,,,,
14/06/2012,18.00,0.8,,2,,0.7,,2,,,,,
14/06/2012,19.00,0.8,,2,,0.5,,2,,,,,
14/06/2012,20.00,0.6,,2,,0.6,,2,,,,,
14/06/2012,21.00,0.8,,2,,0.4,,2,,,,,
14/06/2012,22.00,0.8,,2,,0.5,,2,,,,,
14/06/2012,23.00,0.5,,2,,0.6,,2,,,,,
15/06/2012,0.00,0.7,0.7,2,,0.5,0.7,2,,,#DIV/0!,,
15/06/2012,1.00,0.5,,2,,0.5,,2,,,,,
15/06/2012,2.00,0.5,,2,,0.6,,2,,,,,
15/06/2012,3.00,0.2,,2,,0.3,,2,,,,,
15/06/2012,4.00,0.2,,2,,0.4,,2,,,,,
15/06/2012,5.00,0.2,,2,,0.5,,2,,,,,
15/06/2012,6.00,0.5,,2,,0.4,,2,,,,,
15/06/2012,7.00,0.3,,2,,0.2,,2,,,,,
15/06/2012,8.00,0.5,,2,,0.4,,2,,,,,
15/06/2012,9.00,0.7,,2,,0.3,,2,,,,,
15/06/2012,10.00,0.6,,2,,0.4,,2,,,,,
15/06/2012,11.00,0.6,,2,,0.6,,2,,,,,
15/06/2012,12.00,0.7,,2,,0.6,,2,,,,,
15/06/2012,13.00,0.9,,2,,0.6,,2,,,,,
15/06/2012,14.00,0.5,,2,,0.3,,2,,,,,
15/06/2012,15.00,0.8,,2,,0.6,,2,,,,,
15/06/2012,16.00,0.7,,2,,0.6,,2,,,,,
15/06/2012,17.00,0.5,,2,,0.8,,2,,,,,
15/06/2012,18.00,0.7,,2,,0.5,,2,,,,,
15/06/2012,19.00,0.7,,2,,0.7,,2,,,,,
15/06/2012,20.00,0.6,,2,,0.6,,2,,,,,
15/06/2012,21.00,0.7,,2,,0.7,,2,,,,,
15/06/2012,22.00,0.5,,2,,0.4,,2,,,,,
15/06/2012,23.00,0.4,,2,,0.5,,2,,,,,
16/06/2012,0.00,0.4,0.6,2,,0.5,0.5,2,,,#DIV/0!,,
16/06/2012,1.00,0.3,,2,,0.5,,2,,,,,
16/06/2012,2.00,0.3,,2,,0.3,,2,,,,,
16/06/2012,3.00,0.3,,2,,0.5,,2,,,,,
16/06/2012,4.00,0.2,,2,,0.3,,2,,,,,
16/06/2012,5.00,0.2,,2,,0.3,,2,,,,,
16/06/2012,6.00,0.3,,2,,0.4,,2,,,,,
16/06/2012,7.00,0.6,,2,,-0.1,,2,,,,,
16/06/2012,8.00,0.4,,2,,0.3,,2,,,,,
16/06/2012,9.00,0.1,,2,,0.3,,2,,,,,
16/06/2012,10.00,0.1,,2,,0.4,,2,,,,,
16/06/2012,11.00,0.1,,2,,No data,,7,,,,,
16/06/2012,12.00,0.2,,2,,0.2,,2,,,,,
16/06/2012,13.00,0.0,,2,,No data,,7,,,,,
16/06/2012,14.00,0.0,,2,,0.6,,2,,,,,
16/06/2012,15.00,-0.1,,2,,0.2,,2,,,,,
16/06/2012,16.00,0.1,,2,,0.3,,2,,,,,
16/06/2012,17.00,0.1,,2,,0.2,,2,,,,,
16/06/2012,18.00,0.7,,2,,0.5,,2,,,,,
16/06/2012,19.00,0.5,,2,,0.4,,2,,,,,
16/06/2012,20.00,0.6,,2,,0.3,,2,,,,,
16/06/2012,21.00,0.5,,2,,0.3,,2,,,,,
16/06/2012,22.00,0.5,,2,,0.3,,2,,,,,
16/06/2012,23.00,0.6,,2,,0.5,,2,,,,,
17/06/2012,0.00,0.3,0.3,2,,0.3,0.4,2,,,#DIV/0!,,
17/06/2012,1.00,0.2,,2,,0.4,,2,,,,,
17/06/2012,2.00,0.2,,2,,0.3,,2,,,,,
17/06/2012,3.00,0.0,,2,,0.5,,2,,,,,
17/06/2012,4.00,0.2,,2,,0.5,,2,,,,,
17/06/2012,5.00,0.1,,2,,0.5,,2,,,,,
17/06/2012,6.00,0.2,,2,,0.5,,2,,,,,
17/06/2012,7.00,0.0,,2,,0.4,,2,,,,,
17/06/2012,8.00,0.2,,2,,0.5,,2,,,,,
17/06/2012,9.00,0.0,,2,,0.6,,2,,,,,
17/06/2012,10.00,0.1,,2,,0.5,,2,,,,,
17/06/2012,11.00,0.1,,2,,0.7,,2,,,,,
17/06/2012,12.00,0.2,,2,,0.6,,2,,,,,
17/06/2012,13.00,0.1,,2,,0.8,,2,,,,,
17/06/2012,14.00,0.1,,2,,0.8,,2,,,,,
17/06/2012,15.00,0.3,,2,,0.7,,2,,,,,
17/06/2012,16.00,0.5,,2,,0.9,,2,,,,,
17/06/2012,17.00,0.7,,2,,0.9,,2,,,,,
17/06/2012,18.00,0.7,,2,,0.8,,2,,,,,
17/06/2012,19.00,0.5,,2,,0.9,,2,,,,,
17/06/2012,20.00,0.6,,2,,0.9,,2,,,,,
17/06/2012,21.00,0.5,,2,,0.5,,2,,,,,
17/06/2012,22.00,0.7,,2,,0.7,,2,,,,,
17/06/2012,23.00,0.9,,2,,0.7,,2,,,,,
18/06/2012,0.00,1.7,0.4,2,,0.5,0.6,2,,,#DIV/0!,,
18/06/2012,1.00,0.9,,2,,1.0,,2,,,,,
18/06/2012,2.00,0.6,,2,,0.7,,2,,,,,
18/06/2012,3.00,0.3,,2,,0.8,,2,,,,,
18/06/2012,4.00,0.2,,2,,0.6,,2,,,,,
18/06/2012,5.00,0.8,,2,,0.5,,2,,,,,
18/06/2012,6.00,2.2,,2,,1.0,,2,,,,,
18/06/2012,7.00,1.1,,2,,1.6,,2,,,,,
18/06/2012,8.00,0.9,,2,,0.7,,2,,,,,
18/06/2012,9.00,0.6,,2,,0.9,,2,,,,,
18/06/2012,10.00,1.8,,2,,1.1,,2,,,,,
18/06/2012,11.00,1.0,,2,,1.8,,2,,,,,
18/06/2012,12.00,0.4,,2,,1.4,,2,,,,,
18/06/2012,13.00,0.5,,2,,1.0,,2,,,,,
18/06/2012,14.00,0.6,,2,,1.0,,2,,,,,
18/06/2012,15.00,0.6,,2,,0.9,,2,,,,,
18/06/2012,16.00,0.7,,2,,0.8,,2,,,,,
18/06/2012,17.00,0.5,,2,,1.1,,2,,,,,
18/06/2012,18.00,0.4,,2,,0.9,,2,,,,,
18/06/2012,19.00,0.6,,2,,1.1,,2,,,,,
18/06/2012,20.00,0.5,,2,,0.9,,2,,,,,
18/06/2012,21.00,0.6,,2,,0.7,,2,,,,,
18/06/2012,22.00,0.4,,2,,0.6,,2,,,,,
18/06/2012,23.00,0.4,,2,,0.7,,2,,,,,
19/06/2012,0.00,0.5,0.8,2,,0.6,0.9,2,,,#DIV/0!,,
19/06/2012,1.00,0.4,,2,,0.7,,2,,,,,
19/06/2012,2.00,0.4,,2,,0.7,,2,,,,,
19/06/2012,3.00,0.5,,2,,0.7,,2,,,,,
19/06/2012,4.00,0.4,,2,,0.6,,2,,,,,
19/06/2012,5.00,0.6,,2,,0.4,,2,,,,,
19/06/2012,6.00,0.7,,2,,0.5,,2,,,,,
19/06/2012,7.00,0.7,,2,,0.8,,2,,,,,
19/06/2012,8.00,0.8,,2,,0.8,,2,,,,,
19/06/2012,9.00,0.6,,2,,0.9,,2,,,,,
19/06/2012,10.00,1.0,,2,,1.0,,2,,,,,
19/06/2012,11.00,1.4,,2,,2.0,,2,,,,,
19/06/2012,12.00,1.0,,2,,3.0,,2,,,,,
19/06/2012,13.00,0.7,,2,,2.2,,2,,,,,
19/06/2012,14.00,0.7,,2,,2.0,,2,,,,,
19/06/2012,15.00,0.9,,2,,1.5,,2,,,,,
19/06/2012,16.00,0.9,,2,,1.5,,2,,,,,
19/06/2012,17.00,0.5,,2,,1.3,,2,,,,,
19/06/2012,18.00,0.3,,2,,1.1,,2,,,,,
19/06/2012,19.00,0.3,,2,,1.1,,2,,,,,
19/06/2012,20.00,0.3,,2,,1.0,,2,,,,,
19/06/2012,21.00,0.3,,2,,1.0,,2,,,,,
19/06/2012,22.00,0.5,,2,,1.0,,2,,,,,
19/06/2012,23.00,0.8,,2,,1.0,,2,,,,,
20/06/2012,0.00,0.7,0.6,2,,1.1,1.1,2,,,#DIV/0!,,
20/06/2012,1.00,0.5,,2,,0.8,,2,,,,,
20/06/2012,2.00,0.3,,2,,1.1,,2,,,,,
20/06/2012,3.00,0.6,,2,,0.8,,2,,,,,
20/06/2012,4.00,0.6,,2,,1.1,,2,,,,,
20/06/2012,5.00,0.8,,2,,1.0,,2,,,,,
20/06/2012,6.00,1.3,,2,,1.2,,2,,,,,
20/06/2012,7.00,1.3,,2,,1.2,,2,,,,,
20/06/2012,8.00,1.0,,2,,1.3,,2,,,,,
20/06/2012,9.00,0.5,,2,,1.1,,2,,,,,
20/06/2012,10.00,0.6,,2,,1.0,,2,,,,,
20/06/2012,11.00,0.5,,2,,0.9,,2,,,,,
20/06/2012,12.00,0.5,,2,,1.0,,2,,,,,
20/06/2012,13.00,0.5,,2,,1.3,,2,,,,,
20/06/2012,14.00,0.5,,2,,1.5,,2,,,,,
20/06/2012,15.00,1.2,,2,,1.2,,2,,,,,
20/06/2012,16.00,1.7,,2,,1.8,,2,,,,,
20/06/2012,17.00,2.7,,2,,2.0,,2,,,,,
20/06/2012,18.00,1.5,,2,,3.2,,2,,,,,
20/06/2012,19.00,1.5,,2,,3.3,,2,,,,,
20/06/2012,20.00,1.7,,2,,1.5,,2,,,,,
20/06/2012,21.00,1.1,,2,,1.5,,2,,,,,
20/06/2012,22.00,1.3,,2,,1.0,,2,,,,,
20/06/2012,23.00,1.4,,2,,0.7,,2,,,,,
21/06/2012,0.00,0.5,1.0,2,,0.7,1.4,2,,,#DIV/0!,,
21/06/2012,1.00,0.5,,2,,0.7,,2,,,,,
21/06/2012,2.00,0.4,,2,,0.6,,2,,,,,
21/06/2012,3.00,0.4,,2,,0.5,,2,,,,,
21/06/2012,4.00,0.4,,2,,0.6,,2,,,,,
21/06/2012,5.00,0.4,,2,,0.3,,2,,,,,
21/06/2012,6.00,0.5,,2,,0.6,,2,,,,,
21/06/2012,7.00,0.7,,2,,1.0,,2,,,,,
21/06/2012,8.00,0.6,,2,,0.7,,2,,,,,
21/06/2012,9.00,0.9,,2,,0.9,,2,,,,,
21/06/2012,10.00,0.9,,2,,1.0,,2,,,,,
21/06/2012,11.00,0.9,,2,,1.0,,2,,,,,
21/06/2012,12.00,0.9,,2,,1.0,,2,,,,,
21/06/2012,13.00,0.8,,2,,0.7,,2,,,,,
21/06/2012,14.00,0.7,,2,,0.8,,2,,,,,
21/06/2012,15.00,0.7,,2,,0.8,,2,,,,,
21/06/2012,16.00,0.6,,2,,1.0,,2,,,,,
21/06/2012,17.00,0.8,,2,,0.9,,2,,,,,
21/06/2012,18.00,0.9,,2,,1.1,,2,,,,,
21/06/2012,19.00,0.5,,2,,0.9,,2,,,,,
21/06/2012,20.00,0.7,,2,,0.9,,2,,,,,
21/06/2012,21.00,1.0,,2,,0.7,,2,,,,,
21/06/2012,22.00,0.6,,2,,0.6,,2,,,,,
21/06/2012,23.00,0.7,,2,,0.7,,2,,,,,
22/06/2012,0.00,0.4,0.7,2,,0.7,0.8,2,,,#DIV/0!,,
22/06/2012,1.00,0.2,,2,,0.6,,2,,,,,
22/06/2012,2.00,0.1,,2,,0.6,,2,,,,,
22/06/2012,3.00,0.0,,2,,0.5,,2,,,,,
22/06/2012,4.00,-0.1,,2,,0.5,,2,,,,,
22/06/2012,5.00,0.1,,2,,0.5,,2,,,,,
22/06/2012,6.00,0.0,,2,,0.3,,2,,,,,
22/06/2012,7.00,0.2,,2,,0.6,,2,,,,,
22/06/2012,8.00,0.1,,2,,0.5,,2,,,,,
22/06/2012,9.00,0.2,,2,,0.6,,2,,,,,
22/06/2012,10.00,0.0,,2,,0.7,,2,,,,,
22/06/2012,11.00,0.1,,2,,0.6,,2,,,,,
22/06/2012,12.00,0.2,,2,,0.5,,2,,,,,
22/06/2012,13.00,0.1,,2,,0.7,,2,,,,,
22/06/2012,14.00,0.1,,2,,0.6,,2,,,,,
22/06/2012,15.00,0.2,,2,,1.0,,2,,,,,
22/06/2012,16.00,0.2,,2,,0.8,,2,,,,,
22/06/2012,17.00,0.3,,2,,0.9,,2,,,,,
22/06/2012,18.00,0.7,,2,,0.8,,2,,,,,
22/06/2012,19.00,0.5,,2,,0.7,,2,,,,,
22/06/2012,20.00,0.4,,2,,0.9,,2,,,,,
22/06/2012,21.00,0.6,,2,,0.9,,2,,,,,
22/06/2012,22.00,0.3,,2,,0.7,,2,,,,,
22/06/2012,23.00,0.3,,2,,0.8,,2,,,,,
23/06/2012,0.00,0.3,0.2,2,,0.7,0.7,2,,,#DIV/0!,,
23/06/2012,1.00,0.2,,2,,0.8,,2,,,,,
23/06/2012,2.00,0.1,,2,,0.6,,2,,,,,
23/06/2012,3.00,0.2,,2,,0.5,,2,,,,,
23/06/2012,4.00,0.1,,2,,0.8,,2,,,,,
23/06/2012,5.00,0.0,,2,,0.8,,2,,,,,
23/06/2012,6.00,0.3,,2,,0.6,,2,,,,,
23/06/2012,7.00,0.3,,2,,0.6,,2,,,,,
23/06/2012,8.00,0.3,,2,,0.7,,2,,,,,
23/06/2012,9.00,0.3,,2,,0.8,,2,,,,,
23/06/2012,10.00,0.4,,2,,0.7,,2,,,,,
23/06/2012,11.00,0.6,,2,,0.6,,2,,,,,
23/06/2012,12.00,0.5,,2,,0.7,,2,,,,,
23/06/2012,13.00,0.1,,2,,0.9,,2,,,,,
23/06/2012,14.00,0.3,,2,,0.7,,2,,,,,
23/06/2012,15.00,0.3,,2,,0.8,,2,,,,,
23/06/2012,16.00,0.3,,2,,0.9,,2,,,,,
23/06/2012,17.00,0.2,,2,,0.9,,2,,,,,
23/06/2012,18.00,0.6,,2,,1.1,,2,,,,,
23/06/2012,19.00,0.4,,2,,0.9,,2,,,,,
23/06/2012,20.00,0.4,,2,,1.0,,2,,,,,
23/06/2012,21.00,0.5,,2,,0.7,,2,,,,,
23/06/2012,22.00,0.4,,2,,0.5,,2,,,,,
23/06/2012,23.00,0.4,,2,,0.7,,2,,,,,
24/06/2012,0.00,0.2,0.3,2,,0.6,0.7,2,,,#DIV/0!,,
24/06/2012,1.00,0.3,,2,,0.6,,2,,,,,
24/06/2012,2.00,0.2,,2,,0.6,,2,,,,,
24/06/2012,3.00,0.1,,2,,0.7,,2,,,,,
24/06/2012,4.00,0.2,,2,,0.6,,2,,,,,
24/06/2012,5.00,0.1,,2,,0.5,,2,,,,,
24/06/2012,6.00,0.3,,2,,0.6,,2,,,,,
24/06/2012,7.00,0.2,,2,,0.6,,2,,,,,
24/06/2012,8.00,0.1,,2,,0.6,,2,,,,,
24/06/2012,9.00,0.0,,2,,0.6,,2,,,,,
24/06/2012,10.00,0.2,,2,,0.6,,2,,,,,
24/06/2012,11.00,0.1,,2,,0.6,,2,,,,,
24/06/2012,12.00,0.0,,2,,0.9,,2,,,,,
24/06/2012,13.00,0.2,,2,,1.0,,2,,,,,
24/06/2012,14.00,0.1,,2,,0.8,,2,,,,,
24/06/2012,15.00,0.3,,2,,0.6,,2,,,,,
24/06/2012,16.00,0.3,,2,,0.8,,2,,,,,
24/06/2012,17.00,0.6,,2,,0.7,,2,,,,,
24/06/2012,18.00,0.8,,2,,0.8,,2,,,,,
24/06/2012,19.00,0.5,,2,,0.9,,2,,,,,
24/06/2012,20.00,0.4,,2,,0.7,,2,,,,,
24/06/2012,21.00,0.5,,2,,0.9,,2,,,,,
24/06/2012,22.00,0.8,,2,,0.7,,2,,,,,
24/06/2012,23.00,0.7,,2,,0.8,,2,,,,,
25/06/2012,0.00,0.5,0.3,2,,0.8,0.7,2,,,#DIV/0!,,
25/06/2012,1.00,0.4,,2,,0.9,,2,,,,,
25/06/2012,2.00,0.3,,2,,0.6,,2,,,,,
25/06/2012,3.00,0.2,,2,,0.6,,2,,,,,
25/06/2012,4.00,0.2,,2,,0.5,,2,,,,,
25/06/2012,5.00,0.3,,2,,0.5,,2,,,,,
25/06/2012,6.00,0.2,,2,,0.5,,2,,,,,
25/06/2012,7.00,0.4,,2,,0.7,,2,,,,,
25/06/2012,8.00,0.3,,2,,0.7,,2,,,,,
25/06/2012,9.00,0.3,,2,,0.8,,2,,,,,
25/06/2012,10.00,0.3,,2,,0.7,,2,,,,,
25/06/2012,11.00,0.3,,2,,5.5,,2,,,,,
25/06/2012,12.00,0.3,,2,,1.1,,2,,,,,
25/06/2012,13.00,0.6,,2,,1.0,,2,,,,,
25/06/2012,14.00,1.1,,2,,1.3,,2,,,,,
25/06/2012,15.00,0.9,,2,,1.3,,2,,,,,
25/06/2012,16.00,0.7,,2,,1.3,,2,,,,,
25/06/2012,17.00,0.9,,2,,1.4,,2,,,,,
25/06/2012,18.00,1.0,,2,,1.2,,2,,,,,
25/06/2012,19.00,0.8,,2,,1.3,,2,,,,,
25/06/2012,20.00,1.0,,2,,1.1,,2,,,,,
25/06/2012,21.00,0.6,,2,,1.0,,2,,,,,
25/06/2012,22.00,0.7,,2,,1.0,,2,,,,,
25/06/2012,23.00,0.9,,2,,0.8,,2,,,,,
26/06/2012,0.00,0.7,0.5,2,,0.9,1.1,2,,,#DIV/0!,,
26/06/2012,1.00,0.7,,2,,1.1,,2,,,,,
26/06/2012,2.00,0.7,,2,,0.8,,2,,,,,
26/06/2012,3.00,0.8,,2,,0.8,,2,,,,,
26/06/2012,4.00,0.7,,2,,0.8,,2,,,,,
26/06/2012,5.00,0.7,,2,,0.7,,2,,,,,
26/06/2012,6.00,0.8,,2,,0.5,,2,,,,,
26/06/2012,7.00,0.8,,2,,0.5,,2,,,,,
26/06/2012,8.00,1.0,,2,,0.7,,2,,,,,
26/06/2012,9.00,0.9,,2,,1.0,,2,,,,,
26/06/2012,10.00,1.1,,2,,0.7,,2,,,,,
26/06/2012,11.00,1.1,,2,,0.9,,2,,,,,
26/06/2012,12.00,0.9,,2,,1.4,,2,,,,,
26/06/2012,13.00,0.9,,2,,1.2,,2,,,,,
26/06/2012,14.00,0.7,,2,,0.7,,2,,,,,
26/06/2012,15.00,0.9,,2,,0.8,,2,,,,,
26/06/2012,16.00,0.9,,2,,0.9,,2,,,,,
26/06/2012,17.00,0.7,,2,,1.0,,2,,,,,
26/06/2012,18.00,1.0,,2,,1.1,,2,,,,,
26/06/2012,19.00,0.7,,2,,0.8,,2,,,,,
26/06/2012,20.00,0.9,,2,,0.7,,2,,,,,
26/06/2012,21.00,0.6,,2,,1.0,,2,,,,,
26/06/2012,22.00,0.8,,2,,0.7,,2,,,,,
26/06/2012,23.00,0.7,,2,,0.7,,2,,,,,
27/06/2012,0.00,0.6,0.8,2,,0.9,0.8,2,,,#DIV/0!,,
27/06/2012,1.00,0.5,,2,,0.7,,2,,,,,
27/06/2012,2.00,0.4,,2,,0.5,,2,,,,,
27/06/2012,3.00,0.4,,2,,0.5,,2,,,,,
27/06/2012,4.00,0.5,,2,,0.7,,2,,,,,
27/06/2012,5.00,0.5,,2,,0.6,,2,,,,,
27/06/2012,6.00,0.5,,2,,0.4,,2,,,,,
27/06/2012,7.00,0.9,,2,,0.5,,2,,,,,
27/06/2012,8.00,1.2,,2,,0.6,,2,,,,,
27/06/2012,9.00,0.9,,2,,0.6,,2,,,,,
27/06/2012,10.00,0.7,,2,,0.6,,2,,,,,
27/06/2012,11.00,0.7,,2,,0.9,,2,,,,,
27/06/2012,12.00,0.8,,2,,0.6,,2,,,,,
27/06/2012,13.00,0.7,,2,,0.8,,2,,,,,
27/06/2012,14.00,0.7,,2,,1.0,,2,,,,,
27/06/2012,15.00,0.7,,2,,0.9,,2,,,,,
27/06/2012,16.00,0.9,,2,,0.8,,2,,,,,
27/06/2012,17.00,0.7,,2,,0.9,,2,,,,,
27/06/2012,18.00,0.9,,2,,1.1,,2,,,,,
27/06/2012,19.00,0.9,,2,,0.8,,2,,,,,
27/06/2012,20.00,0.8,,2,,0.7,,2,,,,,
27/06/2012,21.00,0.9,,2,,0.7,,2,,,,,
27/06/2012,22.00,0.6,,2,,0.8,,2,,,,,
27/06/2012,23.00,0.5,,2,,0.6,,2,,,,,
28/06/2012,0.00,0.5,0.7,2,,0.7,0.7,2,,,#DIV/0!,,
28/06/2012,1.00,0.9,,2,,0.7,,2,,,,,
28/06/2012,2.00,0.7,,2,,0.5,,2,,,,,
28/06/2012,3.00,0.9,,2,,0.4,,2,,,,,
28/06/2012,4.00,1.0,,2,,0.7,,2,,,,,
28/06/2012,5.00,0.9,,2,,0.4,,2,,,,,
28/06/2012,6.00,1.3,,2,,0.5,,2,,,,,
28/06/2012,7.00,1.5,,2,,0.6,,2,,,,,
28/06/2012,8.00,1.3,,2,,0.6,,2,,,,,
28/06/2012,9.00,1.1,,2,,0.8,,2,,,,,
28/06/2012,10.00,1.4,,2,,0.7,,2,,,,,
28/06/2012,11.00,1.3,,2,,1.1,,2,,,,,
28/06/2012,12.00,1.0,,2,,1.0,,2,,,,,
28/06/2012,13.00,0.8,,2,,1.3,,2,,,,,
28/06/2012,14.00,0.7,,2,,1.0,,2,,,,,
28/06/2012,15.00,0.5,,2,,0.9,,2,,,,,
28/06/2012,16.00,0.7,,2,,0.7,,2,,,,,
28/06/2012,17.00,0.6,,2,,1.0,,2,,,,,
28/06/2012,18.00,0.5,,2,,1.1,,2,,,,,
28/06/2012,19.00,0.3,,2,,1.0,,2,,,,,
28/06/2012,20.00,0.6,,2,,0.7,,2,,,,,
28/06/2012,21.00,0.6,,2,,0.8,,2,,,,,
28/06/2012,22.00,0.5,,2,,0.6,,2,,,,,
28/06/2012,23.00,0.4,,2,,0.7,,2,,,,,
29/06/2012,0.00,0.6,0.8,2,,0.5,0.8,2,,,#DIV/0!,,
29/06/2012,1.00,0.7,,2,,0.5,,2,,,,,
29/06/2012,2.00,0.4,,2,,0.8,,2,,,,,
29/06/2012,3.00,0.4,,2,,0.6,,2,,,,,
29/06/2012,4.00,0.3,,2,,0.6,,2,,,,,
29/06/2012,5.00,0.2,,2,,0.6,,2,,,,,
29/06/2012,6.00,0.3,,2,,0.5,,2,,,,,
29/06/2012,7.00,0.1,,2,,0.5,,2,,,,,
29/06/2012,8.00,0.4,,2,,0.6,,2,,,,,
29/06/2012,9.00,0.2,,2,,0.7,,2,,,,,
29/06/2012,10.00,0.4,,2,,0.6,,2,,,,,
29/06/2012,11.00,0.5,,2,,0.7,,2,,,,,
29/06/2012,12.00,0.5,,2,,0.9,,2,,,,,
29/06/2012,13.00,0.5,,2,,0.8,,2,,,,,
29/06/2012,14.00,0.5,,2,,0.8,,2,,,,,
29/06/2012,15.00,0.6,,2,,0.7,,2,,,,,
29/06/2012,16.00,0.5,,2,,0.8,,2,,,,,
29/06/2012,17.00,0.4,,2,,0.7,,2,,,,,
29/06/2012,18.00,0.6,,2,,1.0,,2,,,,,
29/06/2012,19.00,0.6,,2,,1.0,,2,,,,,
29/06/2012,20.00,0.4,,2,,1.2,,2,,,,,
29/06/2012,21.00,0.4,,2,,0.9,,2,,,,,
29/06/2012,22.00,0.4,,2,,0.8,,2,,,,,
29/06/2012,23.00,0.5,,2,,0.9,,2,,,,,
30/06/2012,0.00,0.1,0.4,2,,0.9,0.7,2,,,#DIV/0!,,
30/06/2012,1.00,0.3,,2,,0.6,,2,,,,,
30/06/2012,2.00,0.4,,2,,0.7,,2,,,,,
30/06/2012,3.00,0.2,,2,,0.8,,2,,,,,
30/06/2012,4.00,0.2,,2,,0.7,,2,,,,,
30/06/2012,5.00,0.2,,2,,0.8,,2,,,,,
30/06/2012,6.00,0.3,,2,,0.9,,2,,,,,
30/06/2012,7.00,0.3,,2,,0.8,,2,,,,,
30/06/2012,8.00,0.4,,2,,0.9,,2,,,,,
30/06/2012,9.00,0.4,,2,,1.1,,2,,,,,
30/06/2012,10.00,0.2,,2,,1.4,,2,,,,,
30/06/2012,11.00,0.3,,2,,2.5,,2,,,,,
30/06/2012,12.00,0.0,,2,,2.5,,2,,,,,
30/06/2012,13.00,0.0,,2,,2.3,,2,,,,,
30/06/2012,14.00,0.0,,2,,2.1,,2,,,,,
30/06/2012,15.00,0.1,,2,,1.4,,2,,,,,
30/06/2012,16.00,0.3,,2,,0.9,,2,,,,,
30/06/2012,17.00,0.2,,2,,1.1,,2,,,,,
30/06/2012,18.00,0.8,,2,,1.0,,2,,,,,
30/06/2012,19.00,0.4,,2,,1.1,,2,,,,,
30/06/2012,20.00,0.3,,2,,0.9,,2,,,,,
30/06/2012,21.00,0.4,,2,,0.8,,2,,,,,
30/06/2012,22.00,0.2,,2,,0.8,,2,,,,,
30/06/2012,23.00,0.2,,2,,0.8,,2,,,,,
