Please provide hourly results in ug/m3 of SO2  monitoring conducted in Dublin City in a tabular format by completing the table below. ,,,,,,,,,,,,,
The daily average will calculate automatically. Please also provide a flag number (see comment for list) for the data entered if possible. ,,,,,,,,,,,,,
The comment field is optional. If any new stations have been added to the network please give details (scroll across). ,,,,,,,,,,,,,
Please indicate if any of the stations listed have been reomved from the network.,,,,,,,,,,,,,
Dublin City Council,,                  Coleraine Street ,,,,                        Wood Quay (Winetavern St.),,,,                               ,,Ballyfermot,
Site,,,,,,                ,,,,,,,
Date,Time,SO2 ug/m3,Daily Avg 24 hr.,Flag,Comment,SO2 ug/m3,Daily Avg 24 hr.,Flag,Comment,SO2 ug/m3,Daily Avg 24 hr.,Flag,Comment
29/02/2012,4.00,1.0,,2,,-0.1,,2,,,,,
29/02/2012,5.00,1.0,,2,,-0.1,,2,,,,,
29/02/2012,6.00,1.2,,2,,-0.1,,2,,,,,
29/02/2012,7.00,1.4,,2,,-0.2,,2,,,,,
29/02/2012,8.00,1.5,,2,,0.1,,2,,,,,
29/02/2012,9.00,1.8,,2,,0.1,,2,,,,,
29/02/2012,10.00,1.5,,2,,0.3,,2,,,,,
29/02/2012,11.00,1.5,,2,,0.2,,2,,,,,
29/02/2012,12.00,1.4,,2,,0.3,,2,,,,,
29/02/2012,13.00,1.4,,2,,0.3,,2,,,,,
29/02/2012,14.00,1.3,,2,,0.3,,2,,,,,
29/02/2012,15.00,1.4,,2,,0.3,,2,,,,,
29/02/2012,16.00,1.5,,2,,0.3,,2,,,,,
29/02/2012,17.00,1.5,,2,,0.3,,2,,,,,
29/02/2012,18.00,1.3,,2,,0.2,,2,,,,,
29/02/2012,19.00,1.6,,2,,0.1,,2,,,,,
29/02/2012,20.00,1.5,,2,,0.1,,2,,,,,
29/02/2012,21.00,1.6,,2,,0.0,,2,,,,,
29/02/2012,22.00,1.5,,2,,-0.1,,2,,,,,
29/02/2012,23.00,1.4,,2,,-0.1,,2,,,,,
01/03/2012,0.00,1.3,1.7,2,,0.0,-0.2,2,,,#DIV/0!,,
01/03/2012,1.00,1.4,,2,,-0.2,,2,,,,,
01/03/2012,2.00,1.3,,2,,0.1,,2,,,,,
01/03/2012,3.00,1.3,,2,,-0.2,,2,,,,,
01/03/2012,4.00,1.7,,2,,0.0,,2,,,,,
01/03/2012,5.00,1.9,,2,,0.1,,2,,,,,
01/03/2012,6.00,1.5,,2,,0.1,,2,,,,,
01/03/2012,7.00,1.6,,2,,0.0,,2,,,,,
01/03/2012,8.00,1.6,,2,,0.1,,2,,,,,
01/03/2012,9.00,2.1,,2,,-0.1,,2,,,,,
01/03/2012,10.00,1.7,,2,,0.2,,2,,,,,
01/03/2012,11.00,1.6,,2,,0.1,,2,,,,,
01/03/2012,12.00,1.4,,2,,0.1,,2,,,,,
01/03/2012,13.00,1.4,,2,,0.0,,2,,,,,
01/03/2012,14.00,1.3,,2,,0.2,,2,,,,,
01/03/2012,15.00,1.5,,2,,0.3,,2,,,,,
01/03/2012,16.00,1.5,,2,,0.1,,2,,,,,
01/03/2012,17.00,4.0,,2,,0.2,,2,,,,,
01/03/2012,18.00,3.9,,2,,0.2,,2,,,,,
01/03/2012,19.00,3.3,,2,,0.1,,2,,,,,
01/03/2012,20.00,3.6,,2,,0.2,,2,,,,,
01/03/2012,21.00,4.0,,2,,0.3,,2,,,,,
01/03/2012,22.00,7.3,,2,,0.5,,2,,,,,
01/03/2012,23.00,7.0,,2,,0.7,,2,,,,,
02/03/2012,0.00,3.7,2.5,2,,1.1,0.1,2,,,#DIV/0!,,
02/03/2012,1.00,1.7,,2,,0.4,,2,,,,,
02/03/2012,2.00,1.9,,2,,0.2,,2,,,,,
02/03/2012,3.00,2.3,,2,,0.1,,2,,,,,
02/03/2012,4.00,2.3,,2,,0.0,,2,,,,,
02/03/2012,5.00,2.7,,2,,0.4,,2,,,,,
02/03/2012,6.00,1.7,,2,,0.2,,2,,,,,
02/03/2012,7.00,1.7,,2,,0.2,,2,,,,,
02/03/2012,8.00,1.7,,2,,0.1,,2,,,,,
02/03/2012,9.00,22.3,,2,,0.0,,2,,,,,
02/03/2012,10.00,14.5,,2,,0.1,,2,,,,,
02/03/2012,11.00,18.5,,2,,0.5,,2,,,,,
02/03/2012,12.00,12.3,,2,,CAL,,0,,,,,
02/03/2012,13.00,18.8,,2,,CAL,,0,,,,,
02/03/2012,14.00,1.9,,2,,CAL,,0,,,,,
02/03/2012,15.00,1.9,,2,,CAL,,0,,,,,
02/03/2012,16.00,2.0,,2,,1.1,,2,,,,,
02/03/2012,17.00,1.9,,2,,0.7,,2,,,,,
02/03/2012,18.00,1.9,,2,,0.3,,2,,,,,
02/03/2012,19.00,1.8,,2,,0.4,,2,,,,,
02/03/2012,20.00,1.8,,2,,0.5,,2,,,,,
02/03/2012,21.00,2.0,,2,,0.5,,2,,,,,
02/03/2012,22.00,2.2,,2,,0.4,,2,,,,,
02/03/2012,23.00,1.7,,2,,0.4,,2,,,,,
03/03/2012,0.00,1.5,5.1,2,,0.5,0.4,2,,,#DIV/0!,,
03/03/2012,1.00,1.3,,2,,0.5,,2,,,,,
03/03/2012,2.00,1.3,,2,,0.3,,2,,,,,
03/03/2012,3.00,1.2,,2,,0.3,,2,,,,,
03/03/2012,4.00,1.2,,2,,0.4,,2,,,,,
03/03/2012,5.00,1.0,,2,,0.4,,2,,,,,
03/03/2012,6.00,1.2,,2,,0.0,,2,,,,,
03/03/2012,7.00,1.1,,2,,0.2,,2,,,,,
03/03/2012,8.00,1.1,,2,,0.3,,2,,,,,
03/03/2012,9.00,1.1,,2,,0.3,,2,,,,,
03/03/2012,10.00,1.2,,2,,0.5,,2,,,,,
03/03/2012,11.00,1.0,,2,,0.5,,2,,,,,
03/03/2012,12.00,1.1,,2,,0.5,,2,,,,,
03/03/2012,13.00,1.2,,2,,0.4,,2,,,,,
03/03/2012,14.00,1.1,,2,,0.6,,2,,,,,
03/03/2012,15.00,1.2,,2,,0.6,,2,,,,,
03/03/2012,16.00,1.7,,2,,0.7,,2,,,,,
03/03/2012,17.00,1.4,,2,,0.6,,2,,,,,
03/03/2012,18.00,1.7,,2,,0.5,,2,,,,,
03/03/2012,19.00,1.8,,2,,0.5,,2,,,,,
03/03/2012,20.00,2.1,,2,,0.4,,2,,,,,
03/03/2012,21.00,2.4,,2,,0.4,,2,,,,,
03/03/2012,22.00,1.9,,2,,0.4,,2,,,,,
03/03/2012,23.00,1.6,,2,,0.3,,2,,,,,
04/03/2012,0.00,1.2,1.4,2,,0.2,0.4,2,,,#DIV/0!,,
04/03/2012,1.00,1.0,,2,,0.1,,2,,,,,
04/03/2012,2.00,1.1,,2,,0.2,,2,,,,,
04/03/2012,3.00,1.1,,2,,0.2,,2,,,,,
04/03/2012,4.00,1.0,,2,,0.4,,2,,,,,
04/03/2012,5.00,1.1,,2,,0.3,,2,,,,,
04/03/2012,6.00,1.1,,2,,0.2,,2,,,,,
04/03/2012,7.00,1.0,,2,,0.2,,2,,,,,
04/03/2012,8.00,1.1,,2,,0.1,,2,,,,,
04/03/2012,9.00,1.0,,2,,0.0,,2,,,,,
04/03/2012,10.00,1.0,,2,,0.3,,2,,,,,
04/03/2012,11.00,0.9,,2,,0.4,,2,,,,,
04/03/2012,12.00,1.1,,2,,0.5,,2,,,,,
04/03/2012,13.00,1.0,,2,,0.6,,2,,,,,
04/03/2012,14.00,1.1,,2,,0.6,,2,,,,,
04/03/2012,15.00,1.2,,2,,0.6,,2,,,,,
04/03/2012,16.00,1.2,,2,,0.6,,2,,,,,
04/03/2012,17.00,1.5,,2,,0.8,,2,,,,,
04/03/2012,18.00,2.0,,2,,0.7,,2,,,,,
04/03/2012,19.00,2.6,,2,,0.4,,2,,,,,
04/03/2012,20.00,2.8,,2,,0.6,,2,,,,,
04/03/2012,21.00,2.1,,2,,0.5,,2,,,,,
04/03/2012,22.00,1.9,,2,,0.5,,2,,,,,
04/03/2012,23.00,1.7,,2,,0.4,,2,,,,,
05/03/2012,0.00,1.4,1.4,2,,0.3,0.4,2,,,#DIV/0!,,
05/03/2012,1.00,1.2,,2,,0.4,,2,,,,,
05/03/2012,2.00,1.0,,2,,0.4,,2,,,,,
05/03/2012,3.00,1.1,,2,,0.4,,2,,,,,
05/03/2012,4.00,1.1,,2,,0.5,,2,,,,,
05/03/2012,5.00,0.9,,2,,0.3,,2,,,,,
05/03/2012,6.00,1.0,,2,,0.4,,2,,,,,
05/03/2012,7.00,1.4,,2,,0.5,,2,,,,,
05/03/2012,8.00,1.5,,2,,0.5,,2,,,,,
05/03/2012,9.00,1.4,,2,,0.6,,2,,,,,
05/03/2012,10.00,1.0,,2,,0.6,,2,,,,,
05/03/2012,11.00,1.2,,2,,0.8,,2,,,,,
05/03/2012,12.00,1.2,,2,,0.6,,2,,,,,
05/03/2012,13.00,1.3,,2,,0.8,,2,,,,,
05/03/2012,14.00,1.3,,2,,0.9,,2,,,,,
05/03/2012,15.00,1.3,,2,,1.1,,2,,,,,
05/03/2012,16.00,1.4,,2,,1.0,,2,,,,,
05/03/2012,17.00,1.6,,2,,1.2,,2,,,,,
05/03/2012,18.00,3.9,,2,,1.1,,2,,,,,
05/03/2012,19.00,5.6,,2,,0.8,,2,,,,,
05/03/2012,20.00,11.3,,2,,0.9,,2,,,,,
05/03/2012,21.00,7.2,,2,,1.4,,2,,,,,
05/03/2012,22.00,8.6,,2,,1.2,,2,,,,,
05/03/2012,23.00,6.7,,2,,1.0,,2,,,,,
06/03/2012,0.00,6.2,2.7,2,,1.1,0.7,2,,,#DIV/0!,,
06/03/2012,1.00,4.8,,2,,0.9,,2,,,,,
06/03/2012,2.00,4.2,,2,,2.5,,2,,,,,
06/03/2012,3.00,3.8,,2,,2.2,,2,,,,,
06/03/2012,4.00,3.4,,2,,1.8,,2,,,,,
06/03/2012,5.00,3.4,,2,,1.8,,2,,,,,
06/03/2012,6.00,2.1,,2,,1.6,,2,,,,,
06/03/2012,7.00,8.7,,2,,0.5,,2,,,,,
06/03/2012,8.00,2.3,,2,,0.7,,2,,,,,
06/03/2012,9.00,2.5,,2,,0.9,,2,,,,,
06/03/2012,10.00,2.0,,2,,1.5,,2,,,,,
06/03/2012,11.00,2.3,,2,,1.4,,2,,,,,
06/03/2012,12.00,2.2,,2,,1.1,,2,,,,,
06/03/2012,13.00,1.5,,2,,1.1,,2,,,,,
06/03/2012,14.00,1.7,,2,,0.8,,2,,,,,
06/03/2012,15.00,1.6,,2,,0.8,,2,,,,,
06/03/2012,16.00,1.7,,2,,0.7,,2,,,,,
06/03/2012,17.00,1.6,,2,,0.7,,2,,,,,
06/03/2012,18.00,1.6,,2,,0.6,,2,,,,,
06/03/2012,19.00,1.7,,2,,0.7,,2,,,,,
06/03/2012,20.00,1.5,,2,,0.8,,2,,,,,
06/03/2012,21.00,1.3,,2,,0.6,,2,,,,,
06/03/2012,22.00,1.4,,2,,0.6,,2,,,,,
06/03/2012,23.00,1.2,,2,,0.5,,2,,,,,
07/03/2012,0.00,1.2,2.7,2,,0.5,1.1,2,,,#DIV/0!,,
07/03/2012,1.00,1.2,,2,,0.5,,2,,,,,
07/03/2012,2.00,1.3,,2,,0.4,,2,,,,,
07/03/2012,3.00,1.2,,2,,0.3,,2,,,,,
07/03/2012,4.00,1.4,,2,,0.4,,2,,,,,
07/03/2012,5.00,1.1,,2,,0.3,,2,,,,,
07/03/2012,6.00,1.1,,2,,0.4,,2,,,,,
07/03/2012,7.00,0.8,,2,,0.4,,2,,,,,
07/03/2012,8.00,1.2,,2,,0.3,,2,,,,,
07/03/2012,9.00,1.0,,2,,0.2,,2,,,,,
07/03/2012,10.00,1.0,,2,,0.5,,2,,,,,
07/03/2012,11.00,cal,,0,,0.3,,2,,,,,
07/03/2012,12.00,cal,,0,,0.9,,2,,,,,
07/03/2012,13.00,cal,,0,,0.6,,2,,,,,
07/03/2012,14.00,cal,,0,,0.6,,2,,,,,
07/03/2012,15.00,cal,,0,,0.6,,2,,,,,
07/03/2012,16.00,cal,,0,,0.7,,2,,,,,
07/03/2012,17.00,-0.3,,2,,0.7,,2,,,,,
07/03/2012,18.00,0.0,,2,,0.7,,2,,,,,
07/03/2012,19.00,0.2,,2,,0.9,,2,,,,,
07/03/2012,20.00,0.2,,2,,0.6,,2,,,,,
07/03/2012,21.00,0.1,,2,,0.5,,2,,,,,
07/03/2012,22.00,-0.1,,2,,0.6,,2,,,,,
07/03/2012,23.00,-0.3,,2,,0.6,,2,,,,,
08/03/2012,0.00,-0.3,0.7,2,,0.4,0.5,2,,,#DIV/0!,,
08/03/2012,1.00,-0.4,,2,,0.3,,2,,,,,
08/03/2012,2.00,-0.5,,2,,0.5,,2,,,,,
08/03/2012,3.00,-0.5,,2,,0.4,,2,,,,,
08/03/2012,4.00,-0.5,,2,,0.3,,2,,,,,
08/03/2012,5.00,-0.3,,2,,0.6,,2,,,,,
08/03/2012,6.00,-0.5,,2,,0.6,,2,,,,,
08/03/2012,7.00,0.4,,2,,0.5,,2,,,,,
08/03/2012,8.00,0.6,,2,,0.6,,2,,,,,
08/03/2012,9.00,0.2,,2,,0.5,,2,,,,,
08/03/2012,10.00,0.0,,2,,0.7,,2,,,,,
08/03/2012,11.00,-0.1,,2,,0.7,,2,,,,,
08/03/2012,12.00,0.1,,2,,0.5,,2,,,,,
08/03/2012,13.00,0.1,,2,,0.8,,2,,,,,
08/03/2012,14.00,0.2,,2,,0.8,,2,,,,,
08/03/2012,15.00,0.4,,2,,0.9,,2,,,,,
08/03/2012,16.00,0.4,,2,,1.1,,2,,,,,
08/03/2012,17.00,0.3,,2,,0.9,,2,,,,,
08/03/2012,18.00,0.6,,2,,0.9,,2,,,,,
08/03/2012,19.00,0.3,,2,,0.9,,2,,,,,
08/03/2012,20.00,0.0,,2,,0.9,,2,,,,,
08/03/2012,21.00,-0.1,,2,,0.9,,2,,,,,
08/03/2012,22.00,-0.2,,2,,0.6,,2,,,,,
08/03/2012,23.00,-0.2,,2,,0.7,,2,,,,,
09/03/2012,0.00,-0.3,0.0,2,,0.7,0.7,2,,,#DIV/0!,,
09/03/2012,1.00,-0.3,,2,,0.7,,2,,,,,
09/03/2012,2.00,-0.5,,2,,0.5,,2,,,,,
09/03/2012,3.00,-0.2,,2,,0.5,,2,,,,,
09/03/2012,4.00,-0.4,,2,,0.7,,2,,,,,
09/03/2012,5.00,-0.4,,2,,0.5,,2,,,,,
09/03/2012,6.00,-0.2,,2,,0.5,,2,,,,,
09/03/2012,7.00,0.0,,2,,0.5,,2,,,,,
09/03/2012,8.00,0.1,,2,,0.6,,2,,,,,
09/03/2012,9.00,0.0,,2,,0.5,,2,,,,,
09/03/2012,10.00,2.1,,2,,0.6,,2,,,,,
09/03/2012,11.00,0.6,,2,,0.5,,2,,,,,
09/03/2012,12.00,0.1,,2,,0.7,,2,,,,,
09/03/2012,13.00,0.4,,2,,0.5,,2,,,,,
09/03/2012,14.00,0.2,,2,,0.4,,2,,,,,
09/03/2012,15.00,-0.1,,2,,0.8,,2,,,,,
09/03/2012,16.00,0.1,,2,,0.6,,2,,,,,
09/03/2012,17.00,0.1,,2,,0.6,,2,,,,,
09/03/2012,18.00,0.9,,2,,0.6,,2,,,,,
09/03/2012,19.00,0.7,,2,,0.5,,2,,,,,
09/03/2012,20.00,0.3,,2,,0.7,,2,,,,,
09/03/2012,21.00,0.4,,2,,0.6,,2,,,,,
09/03/2012,22.00,0.2,,2,,0.6,,2,,,,,
09/03/2012,23.00,-0.1,,2,,0.6,,2,,,,,
10/03/2012,0.00,-0.1,0.2,2,,0.5,0.6,2,,,#DIV/0!,,
10/03/2012,1.00,-0.1,,2,,0.6,,2,,,,,
10/03/2012,2.00,-0.2,,2,,0.5,,2,,,,,
10/03/2012,3.00,0.0,,2,,0.6,,2,,,,,
10/03/2012,4.00,-0.1,,2,,0.4,,2,,,,,
10/03/2012,5.00,-0.3,,2,,0.4,,2,,,,,
10/03/2012,6.00,-0.3,,2,,0.5,,2,,,,,
10/03/2012,7.00,-0.2,,2,,0.4,,2,,,,,
10/03/2012,8.00,0.0,,2,,0.4,,2,,,,,
10/03/2012,9.00,0.6,,2,,0.5,,2,,,,,
10/03/2012,10.00,-0.2,,2,,0.2,,2,,,,,
10/03/2012,11.00,-0.3,,2,,0.4,,2,,,,,
10/03/2012,12.00,-0.3,,2,,0.4,,2,,,,,
10/03/2012,13.00,-0.2,,2,,0.6,,2,,,,,
10/03/2012,14.00,-0.2,,2,,0.5,,2,,,,,
10/03/2012,15.00,0.0,,2,,0.8,,2,,,,,
10/03/2012,16.00,0.1,,2,,0.5,,2,,,,,
10/03/2012,17.00,0.2,,2,,0.7,,2,,,,,
10/03/2012,18.00,1.8,,2,,0.5,,2,,,,,
10/03/2012,19.00,3.7,,2,,0.5,,2,,,,,
10/03/2012,20.00,1.0,,2,,0.6,,2,,,,,
10/03/2012,21.00,0.7,,2,,0.6,,2,,,,,
10/03/2012,22.00,0.2,,2,,0.6,,2,,,,,
10/03/2012,23.00,0.1,,2,,0.5,,2,,,,,
11/03/2012,0.00,0.1,0.3,2,,0.4,0.5,2,,,#DIV/0!,,
11/03/2012,1.00,0.0,,2,,0.4,,2,,,,,
11/03/2012,2.00,-0.1,,2,,0.3,,2,,,,,
11/03/2012,3.00,-0.2,,2,,0.3,,2,,,,,
11/03/2012,4.00,-0.3,,2,,0.4,,2,,,,,
11/03/2012,5.00,-0.4,,2,,0.2,,2,,,,,
11/03/2012,6.00,-0.3,,2,,0.4,,2,,,,,
11/03/2012,7.00,-0.3,,2,,0.4,,2,,,,,
11/03/2012,8.00,-0.3,,2,,0.5,,2,,,,,
11/03/2012,9.00,-0.1,,2,,0.4,,2,,,,,
11/03/2012,10.00,-0.2,,2,,0.4,,2,,,,,
11/03/2012,11.00,-0.3,,2,,0.4,,2,,,,,
11/03/2012,12.00,-0.3,,2,,0.4,,2,,,,,
11/03/2012,13.00,-0.2,,2,,0.5,,2,,,,,
11/03/2012,14.00,-0.3,,2,,0.4,,2,,,,,
11/03/2012,15.00,-0.1,,2,,0.6,,2,,,,,
11/03/2012,16.00,-0.1,,2,,0.5,,2,,,,,
11/03/2012,17.00,0.2,,2,,0.6,,2,,,,,
11/03/2012,18.00,0.7,,2,,0.6,,2,,,,,
11/03/2012,19.00,0.8,,2,,0.6,,2,,,,,
11/03/2012,20.00,0.7,,2,,0.6,,2,,,,,
11/03/2012,21.00,0.6,,2,,0.8,,2,,,,,
11/03/2012,22.00,0.2,,2,,0.6,,2,,,,,
11/03/2012,23.00,-0.1,,2,,0.5,,2,,,,,
12/03/2012,0.00,-0.1,0.0,2,,0.5,0.5,2,,,#DIV/0!,,
12/03/2012,1.00,-0.2,,2,,0.5,,2,,,,,
12/03/2012,2.00,0.0,,2,,0.6,,2,,,,,
12/03/2012,3.00,0.0,,2,,0.5,,2,,,,,
12/03/2012,4.00,0.0,,2,,0.4,,2,,,,,
12/03/2012,5.00,-0.2,,2,,0.4,,2,,,,,
12/03/2012,6.00,-0.1,,2,,0.4,,2,,,,,
12/03/2012,7.00,0.8,,2,,0.6,,2,,,,,
12/03/2012,8.00,0.8,,2,,1.0,,2,,,,,
12/03/2012,9.00,0.8,,2,,1.7,,2,,,,,
12/03/2012,10.00,2.1,,2,,2.1,,2,,,,,
12/03/2012,11.00,1.8,,2,,2.8,,2,,,,,
12/03/2012,12.00,1.8,,2,,2.9,,2,,,,,
12/03/2012,13.00,0.4,,2,,2.9,,2,,,,,
12/03/2012,14.00,0.2,,2,,3.2,,2,,,,,
12/03/2012,15.00,0.3,,2,,2.6,,2,,,,,
12/03/2012,16.00,0.2,,2,,2.1,,2,,,,,
12/03/2012,17.00,0.2,,2,,1.9,,2,,,,,
12/03/2012,18.00,0.2,,2,,1.5,,2,,,,,
12/03/2012,19.00,0.4,,2,,1.2,,2,,,,,
12/03/2012,20.00,0.8,,2,,0.9,,2,,,,,
12/03/2012,21.00,0.1,,2,,0.8,,2,,,,,
12/03/2012,22.00,0.4,,2,,0.7,,2,,,,,
12/03/2012,23.00,0.1,,2,,0.8,,2,,,,,
13/03/2012,0.00,0.0,0.5,2,,0.7,1.4,2,,,#DIV/0!,,
13/03/2012,1.00,-0.2,,2,,0.7,,2,,,,,
13/03/2012,2.00,-0.2,,2,,0.5,,2,,,,,
13/03/2012,3.00,-0.3,,2,,0.6,,2,,,,,
13/03/2012,4.00,-0.2,,2,,0.7,,2,,,,,
13/03/2012,5.00,-0.2,,2,,0.6,,2,,,,,
13/03/2012,6.00,-0.1,,2,,0.5,,2,,,,,
13/03/2012,7.00,0.0,,2,,0.5,,2,,,,,
13/03/2012,8.00,0.4,,2,,0.8,,2,,,,,
13/03/2012,9.00,1.0,,2,,0.4,,2,,,,,
13/03/2012,10.00,0.4,,2,,0.6,,2,,,,,
13/03/2012,11.00,0.1,,2,,0.8,,2,,,,,
13/03/2012,12.00,0.1,,2,,0.8,,2,,,,,
13/03/2012,13.00,0.6,,2,,0.8,,2,,,,,
13/03/2012,14.00,0.2,,2,,0.8,,2,,,,,
13/03/2012,15.00,0.2,,2,,0.8,,2,,,,,
13/03/2012,16.00,0.1,,2,,0.9,,2,,,,,
13/03/2012,17.00,0.2,,2,,0.9,,2,,,,,
13/03/2012,18.00,0.5,,2,,0.8,,2,,,,,
13/03/2012,19.00,0.9,,2,,0.6,,2,,,,,
13/03/2012,20.00,1.1,,2,,0.5,,2,,,,,
13/03/2012,21.00,1.3,,2,,0.7,,2,,,,,
13/03/2012,22.00,2.4,,2,,1.1,,2,,,,,
13/03/2012,23.00,6.5,,2,,1.5,,2,,,,,
14/03/2012,0.00,7.8,0.6,2,,1.6,0.7,2,,,#DIV/0!,,
14/03/2012,1.00,8.5,,2,,2.1,,2,,,,,
14/03/2012,2.00,7.7,,2,,3.0,,2,,,,,
14/03/2012,3.00,4.9,,2,,2.8,,2,,,,,
14/03/2012,4.00,4.1,,2,,2.9,,2,,,,,
14/03/2012,5.00,4.1,,2,,2.4,,2,,,,,
14/03/2012,6.00,4.6,,2,,2.8,,2,,,,,
14/03/2012,7.00,5.5,,2,,3.0,,2,,,,,
14/03/2012,8.00,3.3,,2,,2.9,,2,,,,,
14/03/2012,9.00,1.6,,2,,2.1,,2,,,,,
14/03/2012,10.00,0.5,,2,,1.1,,2,,,,,
14/03/2012,11.00,0.8,,2,,0.9,,2,,,,,
14/03/2012,12.00,0.4,,2,,1.6,,2,,,,,
14/03/2012,13.00,0.4,,2,,2.1,,2,,,,,
14/03/2012,14.00,0.6,,2,,1.9,,2,,,,,
14/03/2012,15.00,1.2,,2,,2.3,,2,,,,,
14/03/2012,16.00,1.6,,2,,2.2,,2,,,,,
14/03/2012,17.00,0.8,,2,,2.2,,2,,,,,
14/03/2012,18.00,1.9,,2,,1.7,,2,,,,,
14/03/2012,19.00,2.3,,2,,1.3,,2,,,,,
14/03/2012,20.00,0.5,,2,,1.7,,2,,,,,
14/03/2012,21.00,0.6,,2,,1.0,,2,,,,,
14/03/2012,22.00,0.5,,2,,0.9,,2,,,,,
14/03/2012,23.00,0.3,,2,,0.9,,2,,,,,
15/03/2012,0.00,-0.1,2.7,2,,0.9,2.0,2,,,#DIV/0!,,
15/03/2012,1.00,-0.2,,2,,0.6,,2,,,,,
15/03/2012,2.00,-0.3,,2,,0.5,,2,,,,,
15/03/2012,3.00,-0.2,,2,,0.5,,2,,,,,
15/03/2012,4.00,-0.2,,2,,0.6,,2,,,,,
15/03/2012,5.00,-0.2,,2,,0.6,,2,,,,,
15/03/2012,6.00,-0.4,,2,,0.6,,2,,,,,
15/03/2012,7.00,-0.1,,2,,0.9,,2,,,,,
15/03/2012,8.00,0.3,,2,,0.8,,2,,,,,
15/03/2012,9.00,0.1,,2,,0.9,,2,,,,,
15/03/2012,10.00,0.0,,2,,1.0,,2,,,,,
15/03/2012,11.00,0.0,,2,,1.2,,2,,,,,
15/03/2012,12.00,0.1,,2,,1.5,,2,,,,,
15/03/2012,13.00,0.3,,2,,1.5,,2,,,,,
15/03/2012,14.00,0.4,,2,,1.4,,2,,,,,
15/03/2012,15.00,0.9,,2,,1.2,,2,,,,,
15/03/2012,16.00,1.0,,2,,1.5,,2,,,,,
15/03/2012,17.00,0.5,,2,,1.5,,2,,,,,
15/03/2012,18.00,2.3,,2,,1.3,,2,,,,,
15/03/2012,19.00,3.8,,2,,1.3,,2,,,,,
15/03/2012,20.00,4.2,,2,,1.3,,2,,,,,
15/03/2012,21.00,3.2,,2,,1.8,,2,,,,,
15/03/2012,22.00,0.4,,2,,1.7,,2,,,,,
15/03/2012,23.00,-0.1,,2,,0.9,,2,,,,,
16/03/2012,0.00,-0.2,0.7,2,,0.8,1.1,2,,,#DIV/0!,,
16/03/2012,1.00,-0.1,,2,,0.6,,2,,,,,
16/03/2012,2.00,-0.2,,2,,0.6,,2,,,,,
16/03/2012,3.00,-0.3,,2,,0.8,,2,,,,,
16/03/2012,4.00,-0.4,,2,,0.6,,2,,,,,
16/03/2012,5.00,-0.3,,2,,0.6,,2,,,,,
16/03/2012,6.00,-0.1,,2,,0.5,,2,,,,,
16/03/2012,7.00,0.0,,2,,0.4,,2,,,,,
16/03/2012,8.00,-0.1,,2,,0.7,,2,,,,,
16/03/2012,9.00,0.1,,2,,0.6,,2,,,,,
16/03/2012,10.00,0.0,,2,,0.6,,2,,,,,
16/03/2012,11.00,-0.1,,2,,0.8,,2,,,,,
16/03/2012,12.00,0.2,,2,,0.8,,2,,,,,
16/03/2012,13.00,0.3,,2,,0.7,,2,,,,,
16/03/2012,14.00,0.2,,2,,0.6,,2,,,,,
16/03/2012,15.00,-0.1,,2,,0.8,,2,,,,,
16/03/2012,16.00,0.0,,2,,0.6,,2,,,,,
16/03/2012,17.00,0.2,,2,,0.8,,2,,,,,
16/03/2012,18.00,0.2,,2,,0.7,,2,,,,,
16/03/2012,19.00,0.0,,2,,0.7,,2,,,,,
16/03/2012,20.00,0.2,,2,,0.6,,2,,,,,
16/03/2012,21.00,0.5,,2,,0.6,,2,,,,,
16/03/2012,22.00,0.2,,2,,0.7,,2,,,,,
16/03/2012,23.00,0.1,,2,,0.5,,2,,,,,
17/03/2012,0.00,0.0,0.0,2,,0.4,0.7,2,,,#DIV/0!,,
17/03/2012,1.00,-0.1,,2,,0.3,,2,,,,,
17/03/2012,2.00,-0.4,,2,,0.5,,2,,,,,
17/03/2012,3.00,-0.1,,2,,0.7,,2,,,,,
17/03/2012,4.00,0.1,,2,,0.9,,2,,,,,
17/03/2012,5.00,-0.1,,2,,0.6,,2,,,,,
17/03/2012,6.00,-0.1,,2,,0.7,,2,,,,,
17/03/2012,7.00,-0.1,,2,,0.7,,2,,,,,
17/03/2012,8.00,0.1,,2,,0.4,,2,,,,,
17/03/2012,9.00,0.3,,2,,1.4,,2,,,,,
17/03/2012,10.00,-0.1,,2,,1.0,,2,,,,,
17/03/2012,11.00,-0.4,,2,,1.0,,2,,,,,
17/03/2012,12.00,-0.3,,2,,1.4,,2,,,,,
17/03/2012,13.00,-0.4,,2,,1.5,,2,,,,,
17/03/2012,14.00,-0.4,,2,,1.4,,2,,,,,
17/03/2012,15.00,-0.2,,2,,1.2,,2,,,,,
17/03/2012,16.00,-0.3,,2,,1.0,,2,,,,,
17/03/2012,17.00,0.0,,2,,0.8,,2,,,,,
17/03/2012,18.00,-0.1,,2,,0.8,,2,,,,,
17/03/2012,19.00,-0.1,,2,,0.5,,2,,,,,
17/03/2012,20.00,0.6,,2,,0.6,,2,,,,,
17/03/2012,21.00,0.9,,2,,0.6,,2,,,,,
17/03/2012,22.00,-0.2,,2,,0.8,,2,,,,,
17/03/2012,23.00,-0.3,,2,,0.5,,2,,,,,
