Please provide hourly results in ug/m3 of NO2 and Nox monitoring conducted in Dublin City in a tabular format by completing the table below. ,,,,,,,,,,,,,,,,,,,,,
Please also provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,,,,,,,,,,,,,
If any new stations have been added to the network please give details (scroll across). ,,,,,,,,,,,,,,,,,,,,,
Please indicate if any of the stations listed have been removed from the network.,,,,,,,,,,,,,,,,,,,,,
Dublin City Council,,,,,,,,,,,,,,,,,,,,,
Site,,                                          College Street ,,Ballyfermot MPS,,,,                                           Coleraine Street ,,,,,,                              Wood Quay (Winetavern St.),,,,,,,
Date,Time,NO2 ug/m3,NO ug/m3,NOx ug/m3,NO2 Check,Flag,Comment,NO2 ug/m3,NO ug/m3,NOx ug/m3,NO2 Check,Flag,Comment,NO2 ug/m3,NO ug/m3,NOx ug/m3,NO2 Check,Flag,Comment,,
01/01/2011,01:00,,,,0,,,23.7,5.3,28.9,24,2,,48.9,37.5,86.5,48.9,2,,,
01/01/2011,02:00,,,,0,,,24.0,6.5,30.5,24,2,,44.1,17.8,61.9,44.1,2,,,
01/01/2011,03:00,,,,0,,,26.8,12.8,39.6,27,2,,35.0,5.9,41.0,35.0,2,,,
01/01/2011,04:00,,,,0,,,27.0,12.8,39.9,27,2,,38.3,10.7,49.0,38.3,2,,,
01/01/2011,05:00,,,,0,,,19.3,5.4,24.7,19,2,,35.5,8.4,43.9,35.5,2,,,
01/01/2011,06:00,,,,0,,,25.2,13.2,38.4,25,2,,33.7,5.4,39.1,33.7,2,,,
01/01/2011,07:00,,,,0,,,22.5,20.6,43.1,23,2,,38.4,13.0,51.4,38.4,2,,,
01/01/2011,08:00,,,,0,,,13.6,4.6,18.3,14,2,,30.2,3.0,33.2,30.2,2,,,
01/01/2011,09:00,,,,0,,,13.0,3.7,16.7,13,2,,35.5,4.0,39.5,35.5,2,,,
01/01/2011,10:00,,,,0,,,10.6,2.0,12.6,11,2,,32.4,5.8,38.2,32.4,2,,,
01/01/2011,11:00,,,,0,,,13.8,5.9,19.8,14,2,,27.1,4.4,31.5,27.1,2,,,
01/01/2011,12:00,,,,0,,,18.5,7.0,25.4,18,2,,29.8,4.8,34.7,29.8,2,,,
01/01/2011,13:00,,,,0,,,22.2,8.2,30.4,22,2,,25.3,4.2,29.5,25.3,2,,,
01/01/2011,14:00,,,,0,,,19.0,4.8,23.7,19,2,,25.2,4.3,29.5,25.2,2,,,
01/01/2011,15:00,,,,0,,,19.4,3.2,22.6,19,2,,22.0,2.4,24.4,22.0,2,,,
01/01/2011,16:00,,,,0,,,34.2,8.1,42.3,34,2,,24.9,2.6,27.5,24.9,2,,,
01/01/2011,17:00,,,,0,,,33.0,7.6,40.5,33,2,,32.7,2.8,35.4,32.7,2,,,
01/01/2011,18:00,,,,0,,,29.3,5.9,35.3,29,2,,37.2,4.1,41.3,37.2,2,,,
01/01/2011,19:00,,,,0,,,38.5,6.9,45.3,38,2,,30.3,3.4,33.7,30.3,2,,,
01/01/2011,20:00,,,,0,,,34.3,3.4,37.7,34,2,,36.5,2.7,39.2,36.5,2,,,
01/01/2011,21:00,,,,0,,,29.4,1.9,31.3,29,2,,34.6,1.6,36.2,34.6,2,,,
01/01/2011,22:00,,,,0,,,24.8,1.4,26.2,25,2,,31.3,1.0,32.4,31.3,2,,,
01/01/2011,23:00,,,,0,,,13.7,0.4,14.1,14,2,,26.1,0.8,26.8,26.1,2,,,
01/01/2011,24:00,,,,0,,,15.2,0.1,15.3,15,2,,27.1,1.3,28.4,27.1,2,,,
02/01/2011,01:00,,,,0,,,6.7,-0.6,6.1,7,2,,21.9,0.6,22.5,21.9,2,,,
02/01/2011,02:00,,,,0,,,5.2,-0.4,4.8,5,2,,14.1,0.2,14.4,14.1,2,,,
02/01/2011,03:00,,,,0,,,5.0,-0.4,4.6,5,2,,13.7,0.0,13.7,13.7,2,,,
02/01/2011,04:00,,,,0,,,5.1,-0.8,4.3,5,2,,12.2,-0.1,12.1,12.2,2,,,
02/01/2011,05:00,,,,0,,,6.3,-0.7,5.6,6,2,,7.5,-0.2,7.2,7.5,2,,,
02/01/2011,06:00,,,,0,,,23.8,11.4,35.1,24,2,,9.4,-0.2,9.2,9.4,2,,,
02/01/2011,07:00,,,,0,,,28.3,4.8,33.1,28,2,,20.9,0.4,21.3,20.9,2,,,
02/01/2011,08:00,,,,0,,,15.8,0.5,16.3,16,2,,32.9,1.3,34.2,32.9,2,,,
02/01/2011,09:00,,,,0,,,28.5,1.1,29.6,29,2,,23.6,0.3,23.9,23.6,2,,,
02/01/2011,10:00,,,,0,,,18.5,0.2,18.7,18,2,,28.3,1.1,29.3,28.3,2,,,
02/01/2011,11:00,,,,0,,,16.1,0.5,16.6,16,2,,33.8,2.3,36.2,33.8,2,,,
02/01/2011,12:00,,,,0,,,17.0,0.9,17.9,17,2,,32.1,2.1,34.2,32.1,2,,,
02/01/2011,13:00,,,,0,,,21.3,2.0,23.3,21,2,,29.2,1.5,30.7,29.2,2,,,
02/01/2011,14:00,,,,0,,,44.7,11.7,56.4,45,2,,33.8,2.5,36.3,33.8,2,,,
02/01/2011,15:00,,,,0,,,38.9,8.4,47.4,39,2,,44.3,5.8,50.1,44.3,2,,,
02/01/2011,16:00,,,,0,,,44.0,10.5,54.5,44,2,,48.2,8.6,56.8,48.2,2,,,
02/01/2011,17:00,,,,0,,,48.4,11.7,60.1,48,2,,48.1,8.6,56.7,48.1,2,,,
02/01/2011,18:00,,,,0,,,48.0,14.2,62.1,48,2,,47.0,5.5,52.5,47.0,2,,,
02/01/2011,19:00,,,,0,,,49.1,24.9,74.0,49,2,,47.0,5.6,52.5,47.0,2,,,
02/01/2011,20:00,,,,0,,,52.5,41.9,94.4,52,2,,49.5,7.1,56.5,49.5,2,,,
02/01/2011,21:00,,,,0,,,44.8,27.2,72.0,45,2,,52.1,12.5,64.5,52.1,2,,,
02/01/2011,22:00,,,,0,,,43.0,18.6,61.6,43,2,,53.7,10.9,64.7,53.7,2,,,
02/01/2011,23:00,,,,0,,,37.3,15.4,52.6,37,2,,40.2,4.2,44.4,40.2,2,,,
02/01/2011,24:00,,,,0,,,29.6,5.7,35.3,30,2,,33.5,1.3,34.9,33.5,2,,,
03/01/2011,01:00,,,,0,,,27.2,4.0,31.2,27,2,,39.5,4.4,43.9,39.5,2,,,
03/01/2011,02:00,,,,0,,,25.1,3.2,28.3,25,2,,30.9,0.6,31.5,30.9,2,,,
03/01/2011,03:00,,,,0,,,24.6,3.6,28.2,25,2,,24.9,0.6,25.4,24.9,2,,,
03/01/2011,04:00,,,,0,,,25.9,6.8,32.7,26,2,,25.4,0.2,25.7,25.4,2,,,
03/01/2011,05:00,,,,0,,,22.3,2.7,25.0,22,2,,24.7,0.2,24.8,24.7,2,,,
03/01/2011,06:00,,,,0,,,31.5,13.0,44.5,31,2,,26.0,0.5,26.4,26.0,2,,,
03/01/2011,07:00,,,,0,,,50.7,46.5,97.3,51,2,,32.7,1.8,34.5,32.7,2,,,
03/01/2011,08:00,,,,0,,,47.2,45.7,92.9,47,2,,43.8,5.8,49.5,43.8,2,,,
03/01/2011,09:00,,,,0,,,50.5,41.0,91.4,50,2,,43.2,4.2,47.4,43.2,2,,,
03/01/2011,10:00,,,,0,,,48.0,44.2,92.3,48,2,,49.2,5.6,54.8,49.2,2,,,
03/01/2011,11:00,,,,0,,,43.5,28.9,72.4,43,2,,49.2,7.2,56.4,49.2,2,,,
03/01/2011,12:00,,,,0,,,33.3,23.0,56.3,33,2,,51.2,10.6,61.8,51.2,2,,,
03/01/2011,13:00,,,,0,,,28.3,23.7,52.0,28,2,,52.1,14.1,66.1,52.1,2,,,
03/01/2011,14:00,,,,0,,,35.1,17.7,52.7,35,2,,44.7,9.4,54.1,44.7,2,,,
03/01/2011,15:00,,,,0,,,56.1,33.9,90.0,56,2,,29.6,2.6,32.2,29.6,2,,,
03/01/2011,16:00,,,,0,,,83.1,84.9,168.1,83,2,,38.3,3.2,41.5,38.3,2,,,
03/01/2011,17:00,,,,0,,,87.4,105.3,192.7,87,2,,52.3,6.8,59.0,52.3,2,,,
03/01/2011,18:00,,,,0,,,80.6,76.4,157.0,81,2,,73.9,41.7,115.6,73.9,2,,,
03/01/2011,19:00,,,,0,,,76.2,49.8,126.1,76,2,,82.5,154.7,237.2,82.5,2,,,
03/01/2011,20:00,,,,0,,,63.7,41.6,105.3,64,2,,78.7,132.6,211.3,78.7,2,,,
03/01/2011,21:00,,,,0,,,64.8,43.3,108.1,65,2,,56.5,23.5,80.0,56.5,2,,,
03/01/2011,22:00,,,,0,,,36.5,6.7,43.2,37,2,,27.5,1.7,29.1,27.5,2,,,
03/01/2011,23:00,,,,0,,,34.6,8.6,43.3,35,2,,19.6,0.7,20.3,19.6,2,,,
03/01/2011,24:00,,,,0,,,26.0,3.3,29.2,26,2,,15.2,0.3,15.5,15.2,2,,,
04/01/2011,01:00,,,,0,,,19.8,1.7,21.5,20,2,,11.0,-0.1,10.8,11.0,2,,,
04/01/2011,02:00,,,,0,,,17.9,1.0,18.8,18,2,,7.8,-0.3,7.6,7.8,2,,,
04/01/2011,03:00,,,,0,,,26.1,2.6,28.7,26,2,,7.2,-0.3,6.8,7.2,2,,,
04/01/2011,04:00,,,,0,,,24.4,2.8,27.2,24,2,,6.8,-0.3,6.5,6.8,2,,,
04/01/2011,05:00,,,,0,,,26.5,5.2,31.7,26,2,,6.2,-0.3,5.9,6.2,2,,,
04/01/2011,06:00,,,,0,,,35.3,11.4,46.7,35,2,,7.7,0.0,7.7,7.7,2,,,
04/01/2011,07:00,,,,0,,,37.1,20.0,57.1,37,2,,17.7,1.5,19.2,17.7,2,,,
04/01/2011,08:00,,,,0,,,41.2,25.8,67.0,41,2,,29.6,6.9,36.4,29.6,2,,,
04/01/2011,09:00,,,,0,,,36.4,18.9,55.3,36,2,,40.5,12.6,53.1,40.5,2,,,
04/01/2011,10:00,,,,0,,,38.5,19.6,58.1,38,2,,35.9,10.7,46.7,35.9,2,,,
04/01/2011,11:00,,,,0,,,31.0,16.7,47.8,31,2,,CAL,CAL,CAL,#VALUE!,0,,,
04/01/2011,12:00,,,,0,,,33.5,42.6,76.1,33,2,,CAL,CAL,CAL,#VALUE!,0,,,
04/01/2011,13:00,,,,0,,,41.8,31.3,73.1,42,2,,CAL,CAL,CAL,#VALUE!,0,,,
04/01/2011,14:00,,,,0,,,32.0,18.6,50.6,32,2,,37.6,12.9,50.4,37.6,2,,,
04/01/2011,15:00,,,,0,,,33.5,17.0,50.5,33,2,,37.5,10.7,48.1,37.5,2,,,
04/01/2011,16:00,,,,0,,,32.2,9.2,41.4,32,2,,43.0,16.8,59.8,43.0,2,,,
04/01/2011,17:00,,,,0,,,31.3,8.4,39.7,31,2,,52.1,35.1,87.2,52.1,2,,,
04/01/2011,18:00,,,,0,,,27.0,8.3,35.3,27,2,,45.0,19.3,64.3,45.0,2,,,
04/01/2011,19:00,,,,0,,,19.4,5.8,25.2,19,2,,35.3,10.2,45.5,35.3,2,,,
04/01/2011,20:00,,,,0,,,18.4,3.6,22.0,18,2,,23.1,1.9,25.1,23.1,2,,,
04/01/2011,21:00,,,,0,,,13.9,1.9,15.9,14,2,,20.4,1.5,21.8,20.4,2,,,
04/01/2011,22:00,,,,0,,,12.2,1.7,13.8,12,2,,15.6,0.7,16.3,15.6,2,,,
04/01/2011,23:00,,,,0,,,16.8,5.2,22.0,17,2,,13.3,0.4,13.7,13.3,2,,,
04/01/2011,24:00,,,,0,,,10.9,2.9,13.9,11,2,,11.4,0.2,11.7,11.4,2,,,
05/01/2011,01:00,,,,0,,,19.4,0.7,20.2,19,2,,16.0,0.3,16.3,16.0,2,,,
05/01/2011,02:00,,,,0,,,14.3,0.2,14.4,14,2,,11.8,0.1,11.9,11.8,2,,,
05/01/2011,03:00,,,,0,,,10.5,0.1,10.6,10,2,,7.7,0.0,7.7,7.7,2,,,
05/01/2011,04:00,,,,0,,,13.1,0.4,13.4,13,2,,7.0,-0.1,6.9,7.0,2,,,
05/01/2011,05:00,,,,0,,,23.8,2.7,26.5,24,2,,6.6,-0.1,6.5,6.6,2,,,
05/01/2011,06:00,,,,0,,,29.5,5.9,35.4,29,2,,10.0,0.3,10.3,10.0,2,,,
05/01/2011,07:00,,,,0,,,45.9,21.0,67.0,46,2,,23.6,2.0,25.6,23.6,2,,,
05/01/2011,08:00,,,,0,,,57.9,35.6,93.5,58,2,,49.7,11.5,61.2,49.7,2,,,
05/01/2011,09:00,,,,0,,,46.0,26.3,72.3,46,2,,53.7,12.9,66.6,53.7,2,,,
05/01/2011,10:00,,,,0,,,38.3,19.9,58.2,38,2,,48.2,15.4,63.6,48.2,2,,,
05/01/2011,11:00,,,,0,,,27.8,15.4,43.2,28,2,,46.5,16.1,62.6,46.5,2,,,
05/01/2011,12:00,,,,0,,,26.3,17.5,43.8,26,2,,32.9,8.8,41.7,32.9,2,,,
05/01/2011,13:00,,,,0,,,32.7,23.4,56.1,33,2,,30.3,6.2,36.5,30.3,2,,,
05/01/2011,14:00,,,,0,,,cal,cal,cal,cal,0,,34.0,10.3,44.3,34.0,2,,,
05/01/2011,15:00,,,,0,,,28.6,19.0,47.6,29,2,,42.3,11.9,54.2,42.3,2,,,
05/01/2011,16:00,,,,0,,,31.1,19.3,50.4,31,2,,50.2,19.1,69.2,50.2,2,,,
05/01/2011,17:00,,,,0,,,36.1,19.0,55.1,36,2,,59.9,33.2,93.1,59.9,2,,,
05/01/2011,18:00,,,,0,,,44.8,35.6,80.4,45,2,,68.6,67.7,136.3,68.6,2,,,
05/01/2011,19:00,,,,0,,,52.2,34.4,86.6,52,2,,69.3,47.2,116.5,69.3,2,,,
05/01/2011,20:00,,,,0,,,42.1,15.9,57.9,42,2,,61.5,28.5,90.0,61.5,2,,,
05/01/2011,21:00,,,,0,,,47.1,18.5,65.6,47,2,,62.5,19.3,81.8,62.5,2,,,
05/01/2011,22:00,,,,0,,,44.9,14.0,58.8,45,2,,57.8,14.7,72.5,57.8,2,,,
05/01/2011,23:00,,,,0,,,43.4,22.6,66.0,43,2,,58.8,21.6,80.5,58.8,2,,,
05/01/2011,24:00,,,,0,,,36.1,13.5,49.6,36,2,,59.5,33.1,92.5,59.5,2,,,
06/01/2011,01:00,,,,0,,,27.5,1.8,29.3,27,2,,59.7,35.9,95.6,59.7,2,,,
06/01/2011,02:00,,,,0,,,39.8,8.9,48.7,40,2,,49.8,14.0,63.8,49.8,2,,,
06/01/2011,03:00,,,,0,,,16.2,-0.1,16.1,16,2,,31.3,1.2,32.5,31.3,2,,,
06/01/2011,04:00,,,,0,,,13.5,-1.0,12.5,14,2,,46.9,13.6,60.5,46.9,2,,,
06/01/2011,05:00,,,,0,,,28.6,10.8,39.4,29,2,,37.3,5.3,42.6,37.3,2,,,
06/01/2011,06:00,,,,0,,,39.1,36.3,75.4,39,2,,35.1,10.1,45.2,35.1,2,,,
06/01/2011,07:00,,,,0,,,45.0,63.4,108.4,45,2,,56.5,54.4,110.9,56.5,2,,,
06/01/2011,08:00,,,,0,,,55.5,66.1,121.6,56,2,,68.3,114.4,182.7,68.3,2,,,
06/01/2011,09:00,,,,0,,,62.1,94.3,156.4,62,2,,74.9,106.8,181.6,74.9,2,,,
06/01/2011,10:00,,,,0,,,57.3,76.9,134.3,57,2,,74.0,130.2,204.2,74.0,2,,,
06/01/2011,11:00,,,,0,,,53.2,52.9,106.1,53,2,,71.3,77.1,148.4,71.3,2,,,
06/01/2011,12:00,,,,0,,,49.6,53.4,103.0,50,2,,66.7,48.0,114.7,66.7,2,,,
06/01/2011,13:00,,,,0,,,38.3,20.7,59.0,38,2,,64.0,39.7,103.7,64.0,2,,,
06/01/2011,14:00,,,,0,,,47.1,23.7,70.8,47,2,,63.7,39.6,103.2,63.7,2,,,
06/01/2011,15:00,,,,0,,,58.2,42.2,100.4,58,2,,69.6,38.4,108.0,69.6,2,,,
06/01/2011,16:00,,,,0,,,88.3,150.1,238.4,88,2,,78.1,64.2,142.2,78.1,2,,,
06/01/2011,17:00,,,,0,,,83.8,79.4,163.2,84,2,,92.6,109.3,201.9,92.6,2,,,
06/01/2011,18:00,,,,0,,,87.0,99.7,186.8,87,2,,93.3,119.1,212.3,93.3,2,,,
06/01/2011,19:00,,,,0,,,99.4,219.7,319.1,99,2,,95.8,139.3,235.2,95.8,2,,,
06/01/2011,20:00,,,,0,,,105.3,304.5,409.8,105,2,,94.3,195.3,289.7,94.3,2,,,
06/01/2011,21:00,,,,0,,,111.3,369.7,481.0,111,2,,108.9,292.8,401.7,108.9,2,,,
06/01/2011,22:00,,,,0,,,114.6,434.6,549.3,115,2,,110.5,446.1,556.6,110.5,2,,,
06/01/2011,23:00,,,,0,,,100.2,320.2,420.4,100,2,,109.1,468.4,577.4,109.1,2,,,
06/01/2011,24:00,,,,0,,,81.5,195.3,276.7,81,2,,110.7,548.5,659.3,110.7,2,,,
07/01/2011,01:00,,,,0,,,86.8,332.0,418.8,87,2,,88.9,261.3,350.2,88.9,2,,,
07/01/2011,02:00,,,,0,,,83.6,321.8,405.5,84,2,,83.6,274.9,358.5,83.6,2,,,
07/01/2011,03:00,,,,0,,,78.0,296.8,374.8,78,2,,87.8,425.1,512.9,87.8,2,,,
07/01/2011,04:00,,,,0,,,38.3,10.9,49.2,38,2,,82.5,416.6,499.1,82.5,2,,,
07/01/2011,05:00,,,,0,,,15.3,-0.4,14.9,15,2,,84.1,391.1,475.2,84.1,2,,,
07/01/2011,06:00,,,,0,,,31.3,5.6,36.9,31,2,,50.5,11.5,62.0,50.5,2,,,
07/01/2011,07:00,,,,0,,,44.3,20.2,64.4,44,2,,69.7,12.6,82.3,69.7,2,,,
07/01/2011,08:00,,,,0,,,48.0,21.8,69.9,48,2,,76.1,28.4,104.5,76.1,2,,,
07/01/2011,09:00,,,,0,,,46.5,24.5,71.1,47,2,,85.0,44.5,129.5,85.0,2,,,
07/01/2011,10:00,,,,0,,,60.9,68.0,128.8,61,2,,88.9,79.5,168.4,88.9,2,,,
07/01/2011,11:00,,,,0,,,56.4,45.6,102.0,56,2,,75.5,76.3,151.8,75.5,2,,,
07/01/2011,12:00,,,,0,,,58.3,44.8,103.2,58,2,,76.2,67.2,143.3,76.2,2,,,
07/01/2011,13:00,,,,0,,,53.1,45.0,98.1,53,2,,69.9,60.2,130.1,69.9,2,,,
07/01/2011,14:00,,,,0,,,48.6,40.2,88.7,49,2,,72.1,57.4,129.5,72.1,2,,,
07/01/2011,15:00,,,,0,,,53.6,21.0,74.6,54,2,,70.2,70.6,140.8,70.2,2,,,
07/01/2011,16:00,,,,0,,,55.6,23.8,79.5,56,2,,73.8,93.7,167.6,73.8,2,,,
07/01/2011,17:00,,,,0,,,60.4,23.4,83.8,60,2,,83.9,150.1,233.9,83.9,2,,,
07/01/2011,18:00,,,,0,,,60.0,27.2,87.3,60,2,,82.0,162.6,244.5,82.0,2,,,
07/01/2011,19:00,,,,0,,,55.3,24.1,79.3,55,2,,75.5,136.1,211.7,75.5,2,,,
07/01/2011,20:00,,,,0,,,54.7,41.7,96.4,55,2,,63.4,59.1,122.5,63.4,2,,,
07/01/2011,21:00,,,,0,,,48.5,25.5,74.0,49,2,,59.1,60.7,119.8,59.1,2,,,
07/01/2011,22:00,,,,0,,,34.6,13.8,48.4,35,2,,55.6,45.4,101.0,55.6,2,,,
07/01/2011,23:00,,,,0,,,30.1,15.7,45.8,30,2,,42.5,11.3,53.8,42.5,2,,,
07/01/2011,24:00,,,,0,,,20.3,5.7,26.0,20,2,,33.5,5.3,38.8,33.5,2,,,
08/01/2011,01:00,,,,0,,,20.3,6.4,26.6,20,2,,34.3,6.2,40.5,34.3,2,,,
08/01/2011,02:00,,,,0,,,21.3,6.2,27.5,21,2,,24.4,2.6,27.0,24.4,2,,,
08/01/2011,03:00,,,,0,,,17.1,1.1,18.2,17,2,,24.4,2.2,26.6,24.4,2,,,
08/01/2011,04:00,,,,0,,,12.6,-0.7,11.9,13,2,,38.7,10.1,48.7,38.7,2,,,
08/01/2011,05:00,,,,0,,,13.0,0.8,13.8,13,2,,39.3,12.7,52.0,39.3,2,,,
08/01/2011,06:00,,,,0,,,16.0,17.5,33.6,16,2,,27.4,4.1,31.6,27.4,2,,,
08/01/2011,07:00,,,,0,,,24.0,27.6,51.5,24,2,,25.9,2.7,28.6,25.9,2,,,
08/01/2011,08:00,,,,0,,,22.3,10.6,32.9,22,2,,28.3,3.5,31.7,28.3,2,,,
08/01/2011,09:00,,,,0,,,26.2,9.6,35.8,26,2,,24.5,2.2,26.7,24.5,2,,,
08/01/2011,10:00,,,,0,,,44.7,25.0,69.8,45,2,,38.3,4.5,42.8,38.3,2,,,
08/01/2011,11:00,,,,0,,,31.2,9.3,40.4,31,2,,40.8,5.1,46.0,40.8,2,,,
08/01/2011,12:00,,,,0,,,19.9,5.4,25.3,20,2,,28.9,2.6,31.5,28.9,2,,,
08/01/2011,13:00,,,,0,,,15.1,4.4,19.5,15,2,,26.1,2.7,28.8,26.1,2,,,
08/01/2011,14:00,,,,0,,,15.9,3.8,19.7,16,2,,23.0,2.5,25.6,23.0,2,,,
08/01/2011,15:00,,,,0,,,19.7,5.3,25.0,20,2,,23.6,2.7,26.3,23.6,2,,,
08/01/2011,16:00,,,,0,,,25.1,12.3,37.4,25,2,,21.4,1.8,23.2,21.4,2,,,
08/01/2011,17:00,,,,0,,,33.1,19.2,52.3,33,2,,22.8,2.1,24.9,22.8,2,,,
08/01/2011,18:00,,,,0,,,25.2,12.3,37.4,25,2,,28.3,2.4,30.8,28.3,2,,,
08/01/2011,19:00,,,,0,,,17.2,7.9,25.1,17,2,,21.5,1.4,22.9,21.5,2,,,
08/01/2011,20:00,,,,0,,,17.0,8.6,25.6,17,2,,18.5,1.1,19.6,18.5,2,,,
08/01/2011,21:00,,,,0,,,11.9,6.6,18.6,12,2,,18.0,1.1,19.2,18.0,2,,,
08/01/2011,22:00,,,,0,,,10.7,4.9,15.6,11,2,,25.7,0.8,26.5,25.7,2,,,
08/01/2011,23:00,,,,0,,,9.0,1.8,10.8,9,2,,22.4,1.7,24.1,22.4,2,,,
08/01/2011,24:00,,,,0,,,9.9,2.1,11.9,10,2,,22.8,1.1,23.9,22.8,2,,,
09/01/2011,01:00,,,,0,,,7.4,-0.3,7.1,7,2,,19.4,0.8,20.2,19.4,2,,,
09/01/2011,02:00,,,,0,,,5.3,-0.1,5.3,5,2,,17.1,0.6,17.7,17.1,2,,,
09/01/2011,03:00,,,,0,,,5.0,-0.6,4.4,5,2,,14.2,0.5,14.7,14.2,2,,,
09/01/2011,04:00,,,,0,,,4.1,-0.8,3.4,4,2,,16.1,0.3,16.4,16.1,2,,,
09/01/2011,05:00,,,,0,,,3.8,-1.5,2.3,4,2,,14.2,0.1,14.3,14.2,2,,,
09/01/2011,06:00,,,,0,,,6.9,6.5,13.4,7,2,,12.0,-0.1,12.0,12.0,2,,,
09/01/2011,07:00,,,,0,,,15.9,15.4,31.3,16,2,,17.5,0.2,17.7,17.5,2,,,
09/01/2011,08:00,,,,0,,,17.4,10.8,28.3,17,2,,15.2,0.2,15.4,15.2,2,,,
09/01/2011,09:00,,,,0,,,31.4,13.2,44.7,31,2,,22.2,0.8,23.0,22.2,2,,,
09/01/2011,10:00,,,,0,,,22.2,10.5,32.7,22,2,,26.9,1.4,28.4,26.9,2,,,
09/01/2011,11:00,,,,0,,,15.9,7.2,23.1,16,2,,27.7,3.1,30.8,27.7,2,,,
09/01/2011,12:00,,,,0,,,16.6,7.0,23.6,17,2,,29.7,4.8,34.5,29.7,2,,,
09/01/2011,13:00,,,,0,,,18.8,10.6,29.5,19,2,,32.7,6.0,38.7,32.7,2,,,
09/01/2011,14:00,,,,0,,,24.2,10.4,34.6,24,2,,32.1,5.3,37.4,32.1,2,,,
09/01/2011,15:00,,,,0,,,37.0,11.1,48.1,37,2,,32.5,4.5,37.0,32.5,2,,,
09/01/2011,16:00,,,,0,,,47.6,21.8,69.4,48,2,,37.8,7.3,45.2,37.8,2,,,
09/01/2011,17:00,,,,0,,,55.7,37.7,93.4,56,2,,49.6,13.0,62.6,49.6,2,,,
09/01/2011,18:00,,,,0,,,69.9,37.3,107.2,70,2,,55.3,21.2,76.5,55.3,2,,,
09/01/2011,19:00,,,,0,,,64.8,34.0,98.8,65,2,,70.3,61.8,132.1,70.3,2,,,
09/01/2011,20:00,,,,0,,,59.6,32.1,91.7,60,2,,62.3,29.1,91.4,62.3,2,,,
09/01/2011,21:00,,,,0,,,67.2,39.9,107.1,67,2,,58.3,10.8,69.1,58.3,2,,,
09/01/2011,22:00,,,,0,,,45.6,11.8,57.4,46,2,,61.2,25.0,86.1,61.2,2,,,
09/01/2011,23:00,,,,0,,,18.5,-0.2,18.2,18,2,,60.1,16.7,76.8,60.1,2,,,
09/01/2011,24:00,,,,0,,,6.7,-0.9,5.9,7,2,,33.2,2.4,35.5,33.2,2,,,
10/01/2011,01:00,,,,0,,,14.5,-1.1,13.4,14,2,,14.7,0.4,15.1,14.7,2,,,
10/01/2011,02:00,,,,0,,,2.6,-1.0,1.6,3,2,,18.3,0.2,18.6,18.3,2,,,
10/01/2011,03:00,,,,0,,,7.1,-0.5,6.6,7,2,,9.2,0.0,9.2,9.2,2,,,
10/01/2011,04:00,,,,0,,,10.3,0.3,10.6,10,2,,10.9,0.0,11.0,10.9,2,,,
10/01/2011,05:00,,,,0,,,22.1,2.0,24.1,22,2,,11.3,0.1,11.3,11.3,2,,,
10/01/2011,06:00,,,,0,,,61.4,66.2,127.6,61,2,,20.2,1.3,21.5,20.2,2,,,
10/01/2011,07:00,,,,0,,,34.0,14.0,47.9,34,2,,57.9,35.4,93.4,57.9,2,,,
10/01/2011,08:00,,,,0,,,53.0,19.8,72.8,53,2,,49.0,8.8,57.8,49.0,2,,,
10/01/2011,09:00,,,,0,,,74.6,68.3,142.9,75,2,,67.7,26.9,94.6,67.7,2,,,
10/01/2011,10:00,,,,0,,,94.2,168.9,263.1,94,2,,87.3,65.8,153.1,87.3,2,,,
10/01/2011,11:00,,,,0,,,79.9,74.8,154.7,80,2,,108.6,222.6,331.2,108.6,2,,,
10/01/2011,12:00,,,,0,,,77.1,60.7,137.8,77,2,,82.8,60.8,143.6,82.8,2,,,
10/01/2011,13:00,,,,0,,,73.9,73.8,147.7,74,2,,81.8,46.8,128.5,81.8,2,,,
10/01/2011,14:00,,,,0,,,72.6,64.3,136.9,73,2,,74.9,44.9,119.8,74.9,2,,,
10/01/2011,15:00,,,,0,,,67.3,45.0,112.4,67,2,,83.1,79.5,162.6,83.1,2,,,
10/01/2011,16:00,,,,0,,,76.5,51.7,128.2,77,2,,75.6,54.9,130.5,75.6,2,,,
10/01/2011,17:00,,,,0,,,54.6,18.9,73.5,55,2,,82.6,138.9,221.6,82.6,2,,,
10/01/2011,18:00,,,,0,,,53.6,39.6,93.2,54,2,,68.5,93.5,162.0,68.5,2,,,
10/01/2011,19:00,,,,0,,,66.6,56.6,123.1,67,2,,61.8,33.0,94.8,61.8,2,,,
10/01/2011,20:00,,,,0,,,52.8,31.3,84.1,53,2,,71.8,49.8,121.6,71.8,2,,,
10/01/2011,21:00,,,,0,,,47.6,16.7,64.3,48,2,,52.5,18.4,70.9,52.5,2,,,
10/01/2011,22:00,,,,0,,,26.3,5.1,31.3,26,2,,43.8,10.1,53.9,43.8,2,,,
10/01/2011,23:00,,,,0,,,21.9,9.0,30.9,22,2,,48.4,17.4,65.8,48.4,2,,,
10/01/2011,24:00,,,,0,,,16.0,5.1,21.1,16,2,,37.8,1.5,39.3,37.8,2,,,
11/01/2011,01:00,,,,0,,,11.8,2.8,14.7,12,2,,27.1,2.0,29.1,27.1,2,,,
