Please provide hourly results in ug/m3 of NO2 and Nox monitoring conducted in Dublin City in a tabular format by completing the table below. ,,,,,,,,,,,,,,,,,,,,,
Please also provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,,,,,,,,,,,,,
If any new stations have been added to the network please give details (scroll across). ,,,,,,,,,,,,,,,,,,,,,
Please indicate if any of the stations listed have been removed from the network.,,,,,,,,,,,,,,,,,,,,,
Dublin City Council,,,,,,,,,,,,,,,,,,,,,
Site,,                                          College Street ,,Ballyfermot MPS,,,,                                           Coleraine Street ,,,,,,                              Wood Quay (Winetavern St.),,,,,,,
Date,Time,NO2 ug/m3,NO ug/m3,NOx ug/m3,NO2 Check,Flag,Comment,NO2 ug/m3,NO ug/m3,NOx ug/m3,NO2 Check,Flag,Comment,NO2 ug/m3,NO ug/m3,NOx ug/m3,NO2 Check,Flag,Comment,,
11/07/2011,13:00,,,,0,,,20.3,17.7,38.0,20,2,,51.3,28.8,80.1,51.3,2,,,
11/07/2011,14:00,,,,0,,,25.0,16.2,41.2,25,2,,43.8,19.3,63.1,43.8,2,,,
11/07/2011,15:00,,,,0,,,cal,cal,cal,cal,0,,53.6,26.2,79.8,53.6,2,,,
11/07/2011,16:00,,,,0,,,24.7,20.3,45.0,25,2,,55.3,30.5,85.8,55.3,2,,,
11/07/2011,17:00,,,,0,,,35.0,24.4,59.4,35,2,,50.3,38.8,89.1,50.3,2,,,
11/07/2011,18:00,,,,0,,,32.1,22.7,54.8,32,2,,49.4,32.8,82.2,49.4,2,,,
11/07/2011,19:00,,,,0,,,15.6,9.3,24.9,16,2,,48.8,46.3,95.1,48.8,2,,,
11/07/2011,20:00,,,,0,,,26.1,8.9,34.9,26,2,,29.2,12.7,41.9,29.2,2,,,
11/07/2011,21:00,,,,0,,,22.2,6.8,29.0,22,2,,40.7,10.5,51.2,40.7,2,,,
11/07/2011,22:00,,,,0,,,18.0,6.3,24.3,18,2,,48.5,8.2,56.8,48.5,2,,,
11/07/2011,23:00,,,,0,,,12.6,6.0,18.6,13,2,,37.7,3.3,41.0,37.7,2,,,
11/07/2011,24:00,,,,0,,,10.4,5.4,15.8,10,2,,22.7,1.7,24.4,22.7,2,,,
12/07/2011,01:00,,,,0,,,10.7,4.8,15.5,11,2,,17.8,1.5,19.3,17.8,2,,,
12/07/2011,02:00,,,,0,,,8.0,4.7,12.7,8,2,,14.8,1.6,16.4,14.8,2,,,
12/07/2011,03:00,,,,0,,,7.8,4.6,12.4,8,2,,17.6,1.6,19.2,17.6,2,,,
12/07/2011,04:00,,,,0,,,11.2,5.4,16.6,11,2,,20.2,1.7,21.9,20.2,2,,,
12/07/2011,05:00,,,,0,,,22.7,9.3,31.9,23,2,,11.4,1.5,12.9,11.4,2,,,
12/07/2011,06:00,,,,0,,,41.5,41.6,83.1,41,2,,23.7,4.0,27.6,23.7,2,,,
12/07/2011,07:00,,,,0,,,39.4,37.2,76.7,39,2,,37.8,16.8,54.5,37.8,2,,,
12/07/2011,08:00,,,,0,,,26.9,25.9,52.9,27,2,,51.2,47.4,98.7,51.2,2,,,
12/07/2011,09:00,,,,0,,,31.6,36.7,68.3,32,2,,54.2,63.2,117.4,54.2,2,,,
12/07/2011,10:00,,,,0,,,23.9,20.8,44.7,24,2,,53.7,78.1,131.8,53.7,2,,,
12/07/2011,11:00,,,,0,,,15.5,14.1,29.6,15,2,,52.3,43.5,95.8,52.3,2,,,
12/07/2011,12:00,,,,0,,,16.6,17.0,33.6,17,2,,47.3,31.4,78.7,47.3,2,,,
12/07/2011,13:00,,,,0,,,12.4,14.5,27.0,12,2,,49.5,24.1,73.6,49.5,2,,,
12/07/2011,14:00,,,,0,,,10.1,10.2,20.2,10,2,,45.5,18.6,64.1,45.5,2,,,
12/07/2011,15:00,,,,0,,,12.0,10.0,22.0,12,2,,46.9,23.9,70.8,46.9,2,,,
12/07/2011,16:00,,,,0,,,12.9,11.8,24.7,13,2,,53.6,31.1,84.7,53.6,2,,,
12/07/2011,17:00,,,,0,,,9.5,9.7,19.2,10,2,,53.7,28.5,82.2,53.7,2,,,
12/07/2011,18:00,,,,0,,,12.2,10.7,22.9,12,2,,57.8,38.8,96.5,57.8,2,,,
12/07/2011,19:00,,,,0,,,10.7,9.3,20.0,11,2,,51.0,27.1,78.1,51.0,2,,,
12/07/2011,20:00,,,,0,,,10.0,9.3,19.3,10,2,,33.2,4.7,37.9,33.2,2,,,
12/07/2011,21:00,,,,0,,,13.1,7.5,20.6,13,2,,29.6,3.9,33.4,29.6,2,,,
12/07/2011,22:00,,,,0,,,19.0,7.0,26.1,19,2,,25.4,2.4,27.8,25.4,2,,,
12/07/2011,23:00,,,,0,,,30.1,11.6,41.7,30,2,,28.3,3.0,31.3,28.3,2,,,
12/07/2011,24:00,,,,0,,,29.3,11.8,41.1,29,2,,35.3,4.4,39.7,35.3,2,,,
13/07/2011,01:00,,,,0,,,18.0,5.2,23.3,18,2,,32.9,2.6,35.4,32.9,2,,,
13/07/2011,02:00,,,,0,,,42.2,39.0,81.2,42,2,,30.6,4.9,35.5,30.6,2,,,
13/07/2011,03:00,,,,0,,,32.2,22.0,54.2,32,2,,30.9,4.8,35.7,30.9,2,,,
13/07/2011,04:00,,,,0,,,38.7,61.1,99.8,39,2,,41.7,87.2,128.9,41.7,2,,,
13/07/2011,05:00,,,,0,,,37.9,48.7,86.6,38,2,,28.7,8.3,37.0,28.7,2,,,
13/07/2011,06:00,,,,0,,,38.7,89.9,128.6,39,2,,34.2,58.5,92.7,34.2,2,,,
13/07/2011,07:00,,,,0,,,30.1,23.6,53.7,30,2,,53.2,255.7,308.9,53.2,2,,,
13/07/2011,08:00,,,,0,,,28.2,23.6,51.8,28,2,,51.9,37.2,89.2,51.9,2,,,
13/07/2011,09:00,,,,0,,,24.9,21.9,46.8,25,2,,46.0,25.5,71.5,46.0,2,,,
13/07/2011,10:00,,,,0,,,27.8,23.2,51.0,28,2,,43.1,21.5,64.6,43.1,2,,,
13/07/2011,11:00,,,,0,,,27.5,22.3,49.8,28,2,,46.4,31.8,78.1,46.4,2,,,
13/07/2011,12:00,,,,0,,,26.4,26.2,52.7,26,2,,42.8,25.0,67.7,42.8,2,,,
13/07/2011,13:00,,,,0,,,20.5,19.0,39.5,20,2,,44.2,38.5,82.8,44.2,2,,,
13/07/2011,14:00,,,,0,,,28.4,38.0,66.3,28,2,,37.8,19.4,57.2,37.8,2,,,
13/07/2011,15:00,,,,0,,,23.0,23.9,46.9,23,2,,46.9,26.3,73.2,46.9,2,,,
13/07/2011,16:00,,,,0,,,21.5,23.5,45.0,21,2,,46.3,28.7,75.0,46.3,2,,,
13/07/2011,17:00,,,,0,,,11.9,14.6,26.4,12,2,,49.0,29.2,78.2,49.0,2,,,
13/07/2011,18:00,,,,0,,,11.2,13.9,25.1,11,2,,44.4,32.5,77.0,44.4,2,,,
13/07/2011,19:00,,,,0,,,15.0,14.3,29.4,15,2,,41.7,23.8,65.5,41.7,2,,,
13/07/2011,20:00,,,,0,,,17.4,11.7,29.1,17,2,,34.2,9.9,44.1,34.2,2,,,
13/07/2011,21:00,,,,0,,,20.4,10.5,30.9,20,2,,23.0,2.6,25.6,23.0,2,,,
13/07/2011,22:00,,,,0,,,30.2,10.5,40.7,30,2,,26.4,2.3,28.8,26.4,2,,,
13/07/2011,23:00,,,,0,,,37.0,16.5,53.5,37,2,,29.8,2.3,32.1,29.8,2,,,
13/07/2011,24:00,,,,0,,,47.9,16.9,64.8,48,2,,38.2,3.4,41.6,38.2,2,,,
14/07/2011,01:00,,,,0,,,31.1,9.8,41.0,31,2,,55.4,65.5,120.9,55.4,2,,,
14/07/2011,02:00,,,,0,,,18.4,5.7,24.1,18,2,,50.8,68.8,119.7,50.8,2,,,
14/07/2011,03:00,,,,0,,,14.0,5.5,19.5,14,2,,36.9,3.5,40.4,36.9,2,,,
14/07/2011,04:00,,,,0,,,17.5,6.4,23.9,17,2,,28.4,2.5,31.0,28.4,2,,,
14/07/2011,05:00,,,,0,,,24.6,14.0,38.6,25,2,,46.8,27.4,74.1,46.8,2,,,
14/07/2011,06:00,,,,0,,,31.3,25.6,56.8,31,2,,45.8,32.0,77.8,45.8,2,,,
14/07/2011,07:00,,,,0,,,36.4,36.1,72.5,36,2,,53.2,66.4,119.6,53.2,2,,,
14/07/2011,08:00,,,,0,,,27.3,25.0,52.3,27,2,,61.4,91.2,152.6,61.4,2,,,
14/07/2011,09:00,,,,0,,,14.2,15.5,29.6,14,2,,49.7,27.7,77.4,49.7,2,,,
14/07/2011,10:00,,,,0,,,18.9,22.6,41.5,19,2,,41.6,18.9,60.5,41.6,2,,,
14/07/2011,11:00,,,,0,,,27.9,25.0,52.9,28,2,,37.7,17.3,55.0,37.7,2,,,
14/07/2011,12:00,,,,0,,,32.4,26.0,58.4,32,2,,44.8,23.5,68.3,44.8,2,,,
14/07/2011,13:00,,,,0,,,27.1,30.4,57.5,27,2,,48.1,20.8,68.9,48.1,2,,,
14/07/2011,14:00,,,,0,,,23.9,11.5,35.4,24,2,,47.3,15.9,63.2,47.3,2,,,
14/07/2011,15:00,,,,0,,,35.3,21.6,56.9,35,2,,48.9,15.6,64.5,48.9,2,,,
14/07/2011,16:00,,,,0,,,26.6,17.2,43.9,27,2,,56.6,35.2,91.8,56.6,2,,,
14/07/2011,17:00,,,,0,,,12.1,11.0,23.1,12,2,,63.4,56.7,120.1,63.4,2,,,
14/07/2011,18:00,,,,0,,,12.0,10.6,22.6,12,2,,43.7,15.0,58.6,43.7,2,,,
14/07/2011,19:00,,,,0,,,16.2,12.6,28.8,16,2,,35.0,8.9,43.9,35.0,2,,,
14/07/2011,20:00,,,,0,,,12.6,7.8,20.4,13,2,,34.6,4.6,39.2,34.6,2,,,
14/07/2011,21:00,,,,0,,,15.3,11.2,26.5,15,2,,45.8,10.1,55.9,45.8,2,,,
14/07/2011,22:00,,,,0,,,18.8,9.9,28.7,19,2,,30.6,5.4,36.0,30.6,2,,,
14/07/2011,23:00,,,,0,,,22.0,11.8,33.8,22,2,,21.1,3.8,24.9,21.1,2,,,
14/07/2011,24:00,,,,0,,,27.3,12.5,39.8,27,2,,20.9,4.1,25.0,20.9,2,,,
15/07/2011,01:00,,,,0,,,20.7,10.7,31.4,21,2,,23.6,4.8,28.4,23.6,2,,,
15/07/2011,02:00,,,,0,,,26.2,17.2,43.3,26,2,,29.2,22.0,51.2,29.2,2,,,
15/07/2011,03:00,,,,0,,,28.3,15.8,44.0,28,2,,18.7,5.5,24.3,18.7,2,,,
15/07/2011,04:00,,,,0,,,26.0,22.1,48.1,26,2,,16.4,4.1,20.6,16.4,2,,,
15/07/2011,05:00,,,,0,,,20.6,11.7,32.3,21,2,,18.1,6.0,24.0,18.1,2,,,
15/07/2011,06:00,,,,0,,,19.9,18.5,38.4,20,2,,18.8,5.7,24.5,18.8,2,,,
15/07/2011,07:00,,,,0,,,22.1,27.2,49.3,22,2,,26.7,12.2,38.9,26.7,2,,,
15/07/2011,08:00,,,,0,,,26.5,27.2,53.6,26,2,,39.0,30.5,69.5,39.0,2,,,
15/07/2011,09:00,,,,0,,,30.7,35.5,66.1,31,2,,42.9,48.3,91.2,42.9,2,,,
15/07/2011,10:00,,,,0,,,31.0,53.6,84.6,31,2,,43.5,48.2,91.6,43.5,2,,,
15/07/2011,11:00,,,,0,,,18.4,21.8,40.2,18,2,,49.4,81.7,131.0,49.4,2,,,
15/07/2011,12:00,,,,0,,,16.9,20.1,37.0,17,2,,33.6,19.0,52.5,33.6,2,,,
15/07/2011,13:00,,,,0,,,15.1,17.2,32.4,15,2,,30.3,17.6,47.8,30.3,2,,,
15/07/2011,14:00,,,,0,,,19.1,22.2,41.3,19,2,,29.8,15.5,45.3,29.8,2,,,
15/07/2011,15:00,,,,0,,,23.8,19.5,43.4,24,2,,28.0,16.0,44.0,28.0,2,,,
15/07/2011,16:00,,,,0,,,16.6,14.0,30.6,17,2,,37.1,36.8,73.9,37.1,2,,,
15/07/2011,17:00,,,,0,,,15.2,11.8,27.0,15,2,,38.6,34.7,73.4,38.6,2,,,
15/07/2011,18:00,,,,0,,,13.8,11.8,25.6,14,2,,35.1,23.4,58.5,35.1,2,,,
15/07/2011,19:00,,,,0,,,11.2,10.2,21.4,11,2,,27.4,15.2,42.6,27.4,2,,,
15/07/2011,20:00,,,,0,,,9.1,7.9,17.0,9,2,,21.8,7.6,29.5,21.8,2,,,
15/07/2011,21:00,,,,0,,,8.1,7.2,15.3,8,2,,19.6,5.6,25.1,19.6,2,,,
15/07/2011,22:00,,,,0,,,8.9,7.8,16.7,9,2,,16.6,4.2,20.9,16.6,2,,,
15/07/2011,23:00,,,,0,,,6.5,7.5,14.0,6,2,,19.0,5.1,24.1,19.0,2,,,
15/07/2011,24:00,,,,0,,,7.4,7.1,14.5,7,2,,15.8,4.3,20.1,15.8,2,,,
16/07/2011,01:00,,,,0,,,6.8,6.5,13.3,7,2,,12.0,3.6,15.6,12.0,2,,,
16/07/2011,02:00,,,,0,,,4.9,6.2,11.1,5,2,,8.4,4.0,12.3,8.4,2,,,
16/07/2011,03:00,,,,0,,,7.4,7.2,14.5,7,2,,6.9,3.2,10.1,6.9,2,,,
16/07/2011,04:00,,,,0,,,8.6,7.6,16.2,9,2,,6.7,3.2,10.0,6.7,2,,,
16/07/2011,05:00,,,,0,,,8.4,7.0,15.4,8,2,,6.2,3.4,9.6,6.2,2,,,
16/07/2011,06:00,,,,0,,,15.7,10.3,26.0,16,2,,6.1,3.0,9.0,6.1,2,,,
16/07/2011,07:00,,,,0,,,6.8,10.4,17.2,7,2,,7.8,2.8,10.6,7.8,2,,,
16/07/2011,08:00,,,,0,,,9.9,10.7,20.6,10,2,,11.3,3.8,15.1,11.3,2,,,
16/07/2011,09:00,,,,0,,,7.5,9.0,16.5,7,2,,11.6,3.6,15.2,11.6,2,,,
16/07/2011,10:00,,,,0,,,4.4,5.8,10.2,4,2,,13.1,3.8,16.9,13.1,2,,,
16/07/2011,11:00,,,,0,,,3.9,8.0,11.9,4,2,,19.9,6.1,26.0,19.9,2,,,
16/07/2011,12:00,,,,0,,,4.9,6.5,11.3,5,2,,17.5,5.8,23.2,17.5,2,,,
16/07/2011,13:00,,,,0,,,3.7,6.5,10.2,4,2,,18.6,6.1,24.7,18.6,2,,,
16/07/2011,14:00,,,,0,,,5.0,6.7,11.7,5,2,,16.7,4.4,21.2,16.7,2,,,
16/07/2011,15:00,,,,0,,,4.6,7.4,11.9,5,2,,15.3,4.1,19.3,15.3,2,,,
16/07/2011,16:00,,,,0,,,4.6,6.5,11.1,5,2,,17.4,4.7,22.1,17.4,2,,,
16/07/2011,17:00,,,,0,,,4.8,7.4,12.2,5,2,,22.6,6.8,29.3,22.6,2,,,
16/07/2011,18:00,,,,0,,,8.0,8.3,16.2,8,2,,19.5,5.2,24.7,19.5,2,,,
16/07/2011,19:00,,,,0,,,8.6,6.8,15.4,9,2,,25.0,6.6,31.6,25.0,2,,,
16/07/2011,20:00,,,,0,,,8.3,8.4,16.7,8,2,,22.7,5.6,28.3,22.7,2,,,
16/07/2011,21:00,,,,0,,,13.1,7.3,20.5,13,2,,18.8,5.3,24.1,18.8,2,,,
16/07/2011,22:00,,,,0,,,13.8,5.8,19.6,14,2,,13.5,3.3,16.7,13.5,2,,,
16/07/2011,23:00,,,,0,,,11.6,7.4,19.0,12,2,,11.9,3.1,15.0,11.9,2,,,
16/07/2011,24:00,,,,0,,,10.1,7.0,17.1,10,2,,11.8,3.1,14.9,11.8,2,,,
17/07/2011,01:00,,,,0,,,6.3,5.9,12.2,6,2,,10.3,2.7,12.9,10.3,2,,,
17/07/2011,02:00,,,,0,,,7.7,7.5,15.2,8,2,,18.4,4.5,23.0,18.4,2,,,
17/07/2011,03:00,,,,0,,,7.8,7.1,14.9,8,2,,13.3,4.4,17.7,13.3,2,,,
17/07/2011,04:00,,,,0,,,1.8,2.6,4.4,2,2,,11.4,3.5,14.9,11.4,2,,,
17/07/2011,05:00,,,,0,,,2.7,3.0,5.6,3,2,,9.5,2.6,12.1,9.5,2,,,
17/07/2011,06:00,,,,0,,,2.3,2.2,4.5,2,2,,12.6,2.8,15.4,12.6,2,,,
17/07/2011,07:00,,,,0,,,2.2,2.5,4.7,2,2,,10.9,2.8,13.8,10.9,2,,,
17/07/2011,08:00,,,,0,,,0.8,2.3,3.1,1,2,,13.3,3.5,16.8,13.3,2,,,
17/07/2011,09:00,,,,0,,,3.3,3.0,6.3,3,2,,14.6,3.7,18.3,14.6,2,,,
17/07/2011,10:00,,,,0,,,2.7,2.4,5.2,3,2,,16.5,4.2,20.7,16.5,2,,,
17/07/2011,11:00,,,,0,,,1.2,1.6,2.8,1,2,,15.2,4.0,19.2,15.2,2,,,
17/07/2011,12:00,,,,0,,,1.5,2.5,4.0,2,2,,15.5,3.7,19.2,15.5,2,,,
17/07/2011,13:00,,,,0,,,1.3,1.5,2.8,1,2,,15.1,4.0,19.1,15.1,2,,,
17/07/2011,14:00,,,,0,,,1.4,1.2,2.6,1,2,,15.4,4.4,19.8,15.4,2,,,
17/07/2011,15:00,,,,0,,,2.1,2.1,4.2,2,2,,16.7,5.0,21.7,16.7,2,,,
17/07/2011,16:00,,,,0,,,1.8,1.8,3.6,2,2,,15.4,4.4,19.8,15.4,2,,,
17/07/2011,17:00,,,,0,,,1.9,1.7,3.6,2,2,,14.3,3.9,18.2,14.3,2,,,
17/07/2011,18:00,,,,0,,,1.8,2.3,4.0,2,2,,18.3,4.4,22.7,18.3,2,,,
17/07/2011,19:00,,,,0,,,1.2,1.0,2.2,1,2,,17.5,4.3,21.9,17.5,2,,,
17/07/2011,20:00,,,,0,,,3.0,2.0,4.9,3,2,,15.3,3.5,18.8,15.3,2,,,
17/07/2011,21:00,,,,0,,,4.6,1.3,6.0,5,2,,16.0,3.5,19.5,16.0,2,,,
17/07/2011,22:00,,,,0,,,4.0,1.4,5.4,4,2,,16.3,3.2,19.5,16.3,2,,,
17/07/2011,23:00,,,,0,,,3.9,1.7,5.5,4,2,,14.7,2.6,17.2,14.7,2,,,
17/07/2011,24:00,,,,0,,,2.6,1.3,3.9,3,2,,13.2,2.1,15.2,13.2,2,,,
18/07/2011,01:00,,,,0,,,0.8,0.1,0.9,1,2,,11.8,1.8,13.6,11.8,2,,,
18/07/2011,02:00,,,,0,,,0.2,-0.1,0.1,0,2,,13.3,1.9,15.2,13.3,2,,,
18/07/2011,03:00,,,,0,,,1.0,0.0,1.0,1,2,,12.3,1.7,14.0,12.3,2,,,
18/07/2011,04:00,,,,0,,,1.3,0.5,1.8,1,2,,9.3,1.5,10.9,9.3,2,,,
18/07/2011,05:00,,,,0,,,2.3,0.8,3.1,2,2,,10.8,1.6,12.3,10.8,2,,,
18/07/2011,06:00,,,,0,,,7.2,5.2,12.4,7,2,,11.9,1.8,13.7,11.9,2,,,
18/07/2011,07:00,,,,0,,,14.2,14.5,28.8,14,2,,13.3,2.8,16.1,13.3,2,,,
18/07/2011,08:00,,,,0,,,10.4,7.7,18.0,10,2,,25.3,8.9,34.2,25.3,2,,,
18/07/2011,09:00,,,,0,,,7.9,8.2,16.1,8,2,,27.7,11.5,39.2,27.7,2,,,
18/07/2011,10:00,,,,0,,,11.2,9.3,20.6,11,2,,23.4,11.6,35.0,23.4,2,,,
18/07/2011,11:00,,,,0,,,9.6,7.8,17.4,10,2,,23.5,12.3,35.8,23.5,2,,,
18/07/2011,12:00,,,,0,,,5.1,6.0,11.1,5,2,,26.1,12.8,38.9,26.1,2,,,
18/07/2011,13:00,,,,0,,,4.8,6.9,11.7,5,2,,27.8,16.1,43.9,27.8,2,,,
18/07/2011,14:00,,,,0,,,6.8,5.4,12.2,7,2,,26.9,14.2,41.1,26.9,2,,,
18/07/2011,15:00,,,,0,,,9.1,9.5,18.6,9,2,,24.8,9.6,34.4,24.8,2,,,
18/07/2011,16:00,,,,0,,,10.6,10.2,20.8,11,2,,30.2,19.4,49.6,30.2,2,,,
18/07/2011,17:00,,,,0,,,8.1,7.0,15.1,8,2,,30.9,18.9,49.8,30.9,2,,,
18/07/2011,18:00,,,,0,,,6.3,5.4,11.7,6,2,,29.0,16.1,45.1,29.0,2,,,
18/07/2011,19:00,,,,0,,,5.1,3.4,8.5,5,2,,22.9,9.2,32.1,22.9,2,,,
18/07/2011,20:00,,,,0,,,5.3,3.9,9.2,5,2,,19.6,5.4,25.0,19.6,2,,,
18/07/2011,21:00,,,,0,,,5.5,3.2,8.7,6,2,,21.9,4.7,26.5,21.9,2,,,
18/07/2011,22:00,,,,0,,,8.1,3.7,11.8,8,2,,22.6,4.9,27.5,22.6,2,,,
18/07/2011,23:00,,,,0,,,6.3,3.3,9.6,6,2,,19.0,3.7,22.8,19.0,2,,,
18/07/2011,24:00,,,,0,,,3.0,2.9,5.8,3,2,,17.6,2.7,20.3,17.6,2,,,
19/07/2011,01:00,,,,0,,,1.4,1.1,2.4,1,2,,12.5,2.3,14.8,12.5,2,,,
19/07/2011,02:00,,,,0,,,3.7,2.8,6.5,4,2,,13.7,2.9,16.7,13.7,2,,,
19/07/2011,03:00,,,,0,,,1.1,1.1,2.2,1,2,,6.7,1.7,8.4,6.7,2,,,
19/07/2011,04:00,,,,0,,,1.2,1.2,2.4,1,2,,6.1,1.7,7.9,6.1,2,,,
19/07/2011,05:00,,,,0,,,7.0,4.9,11.9,7,2,,6.7,1.8,8.5,6.7,2,,,
19/07/2011,06:00,,,,0,,,13.3,12.1,25.5,13,2,,10.7,2.5,13.2,10.7,2,,,
19/07/2011,07:00,,,,0,,,22.4,26.4,48.8,22,2,,23.5,7.7,31.2,23.5,2,,,
19/07/2011,08:00,,,,0,,,18.4,20.7,39.1,18,2,,31.8,12.5,44.3,31.8,2,,,
19/07/2011,09:00,,,,0,,,18.9,18.0,36.9,19,2,,32.7,14.1,46.8,32.7,2,,,
19/07/2011,10:00,,,,0,,,15.5,14.6,30.2,16,2,,34.5,17.4,51.8,34.5,2,,,
19/07/2011,11:00,,,,0,,,18.7,16.8,35.5,19,2,,36.4,18.8,55.2,36.4,2,,,
19/07/2011,12:00,,,,0,,,16.2,17.1,33.3,16,2,,31.4,15.9,47.3,31.4,2,,,
19/07/2011,13:00,,,,0,,,12.2,13.8,26.0,12,2,,30.2,14.4,44.5,30.2,2,,,
19/07/2011,14:00,,,,0,,,18.1,16.6,34.7,18,2,,28.2,12.9,41.1,28.2,2,,,
19/07/2011,15:00,,,,0,,,14.7,12.5,27.2,15,2,,29.7,10.1,39.8,29.7,2,,,
19/07/2011,16:00,,,,0,,,13.6,11.3,24.8,14,2,,33.8,13.7,47.5,33.8,2,,,
19/07/2011,17:00,,,,0,,,8.3,8.4,16.7,8,2,,35.2,17.2,52.4,35.2,2,,,
19/07/2011,18:00,,,,0,,,9.4,8.7,18.2,9,2,,38.2,26.0,64.2,38.2,2,,,
19/07/2011,19:00,,,,0,,,10.5,9.3,19.8,11,2,,29.6,12.8,42.4,29.6,2,,,
19/07/2011,20:00,,,,0,,,7.4,5.8,13.3,7,2,,26.6,6.6,33.2,26.6,2,,,
19/07/2011,21:00,,,,0,,,8.9,5.3,14.2,9,2,,30.0,12.2,42.2,30.0,2,,,
19/07/2011,22:00,,,,0,,,14.4,8.2,22.6,14,2,,29.3,5.8,35.1,29.3,2,,,
19/07/2011,23:00,,,,0,,,19.2,11.4,30.6,19,2,,31.9,4.7,36.7,31.9,2,,,
19/07/2011,24:00,,,,0,,,20.5,10.8,31.3,20,2,,30.1,5.0,35.1,30.1,2,,,
20/07/2011,01:00,,,,0,,,13.1,4.2,17.3,13,2,,27.4,4.1,31.6,27.4,2,,,
20/07/2011,02:00,,,,0,,,14.9,3.8,18.7,15,2,,28.6,13.7,42.3,28.6,2,,,
20/07/2011,03:00,,,,0,,,11.7,3.7,15.4,12,2,,26.8,4.5,31.3,26.8,2,,,
20/07/2011,04:00,,,,0,,,12.4,6.1,18.5,12,2,,30.3,6.8,37.1,30.3,2,,,
20/07/2011,05:00,,,,0,,,17.5,10.8,28.3,17,2,,17.9,1.9,19.8,17.9,2,,,
20/07/2011,06:00,,,,0,,,34.5,40.1,74.6,35,2,,27.2,7.6,34.8,27.2,2,,,
20/07/2011,07:00,,,,0,,,29.7,34.2,63.9,30,2,,30.6,11.4,42.0,30.6,2,,,
20/07/2011,08:00,,,,0,,,27.5,28.6,56.1,27,2,,47.3,37.5,84.8,47.3,2,,,
20/07/2011,09:00,,,,0,,,24.2,24.7,48.9,24,2,,45.0,34.0,79.1,45.0,2,,,
20/07/2011,10:00,,,,0,,,21.5,21.6,43.1,21,2,,42.7,33.3,76.0,42.7,2,,,
20/07/2011,11:00,,,,0,,,20.2,25.4,45.6,20,2,,33.7,16.1,49.8,33.7,2,,,
20/07/2011,12:00,,,,0,,,15.5,14.7,30.2,15,2,,29.2,13.0,42.2,29.2,2,,,
20/07/2011,13:00,,,,0,,,17.7,14.9,32.6,18,2,,36.8,21.7,58.4,36.8,2,,,
20/07/2011,14:00,,,,0,,,19.1,17.3,36.4,19,2,,38.8,21.1,59.8,38.8,2,,,
20/07/2011,15:00,,,,0,,,21.1,19.1,40.2,21,2,,46.7,40.3,86.9,46.7,2,,,
20/07/2011,16:00,,,,0,,,25.0,18.5,43.5,25,2,,42.5,30.2,72.7,42.5,2,,,
20/07/2011,17:00,,,,0,,,23.4,15.5,38.9,23,2,,45.1,36.0,81.1,45.1,2,,,
20/07/2011,18:00,,,,0,,,18.6,13.3,31.9,19,2,,36.9,20.5,57.4,36.9,2,,,
20/07/2011,19:00,,,,0,,,17.6,10.6,28.2,18,2,,37.1,24.4,61.5,37.1,2,,,
20/07/2011,20:00,,,,0,,,15.1,8.2,23.3,15,2,,24.9,7.3,32.2,24.9,2,,,
20/07/2011,21:00,,,,0,,,15.0,9.0,24.0,15,2,,25.7,7.5,33.2,25.7,2,,,
20/07/2011,22:00,,,,0,,,20.6,10.1,30.7,21,2,,23.3,5.1,28.4,23.3,2,,,
20/07/2011,23:00,,,,0,,,17.8,9.7,27.5,18,2,,19.7,4.0,23.7,19.7,2,,,
20/07/2011,24:00,,,,0,,,18.7,10.2,28.9,19,2,,18.7,3.6,22.3,18.7,2,,,
21/07/2011,01:00,,,,0,,,8.4,5.8,14.2,8,2,,16.9,2.6,19.5,16.9,2,,,
21/07/2011,02:00,,,,0,,,6.3,2.8,9.1,6,2,,14.1,2.3,16.4,14.1,2,,,
21/07/2011,03:00,,,,0,,,9.9,4.2,14.0,10,2,,8.9,1.4,10.3,8.9,2,,,
21/07/2011,04:00,,,,0,,,7.7,4.1,11.8,8,2,,14.0,2.0,16.0,14.0,2,,,
21/07/2011,05:00,,,,0,,,21.6,16.1,37.7,22,2,,13.4,2.2,15.6,13.4,2,,,
21/07/2011,06:00,,,,0,,,26.9,26.5,53.4,27,2,,18.4,4.0,22.5,18.4,2,,,
21/07/2011,07:00,,,,0,,,28.5,31.3,59.8,28,2,,28.5,12.9,41.4,28.5,2,,,
21/07/2011,08:00,,,,0,,,33.6,33.4,67.1,34,2,,42.3,33.7,76.0,42.3,2,,,
21/07/2011,09:00,,,,0,,,35.4,41.9,77.2,35,2,,45.2,38.7,83.9,45.2,2,,,
21/07/2011,10:00,,,,0,,,38.3,49.1,87.4,38,2,,44.4,44.5,88.9,44.4,2,,,
21/07/2011,11:00,,,,0,,,35.3,35.9,71.2,35,2,,46.1,50.1,96.3,46.1,2,,,
21/07/2011,12:00,,,,0,,,34.9,36.9,71.8,35,2,,41.4,30.6,72.0,41.4,2,,,
21/07/2011,13:00,,,,0,,,30.3,30.2,60.5,30,2,,42.1,34.9,77.0,42.1,2,,,
21/07/2011,14:00,,,,0,,,26.9,20.9,47.8,27,2,,43.1,34.0,77.1,43.1,2,,,
